内容,评分
若是对近期武汉流感感兴趣可阅读此书。新型流感年轻人往往是死亡率最高群组猜想大概是其自身对流感的免疫抗体种类不足造成的。历史上历次流感大爆发都在数星期之后神秘消失有研究证明病毒在传染几代之后毒性会下降最早的天花疫苗取自牛痘就是利用这一特性。流感因其病 全文,0.9999999967924524
今天娘子的手机已经接到社区打来两次电话了询问有关有无来自武汉的朋友亲戚并特地嘱咐做好相关的肺炎病情防护措施。可见政府这次是相当的重视医护人员、社区干部等辛苦了 ,0.6081034963337468
武汉肺炎刷抖音满满的正能量看得我泪目为奋斗在一线的医务工作者点赞为无惧生死的志愿者点赞加油武汉加油中国众志成城一定能挺过去 ,0.9626376319908222
像今天人民网发的这些18号才离开武汉去其他城市两天内甚至当天就入院确诊的有可能就是在武汉已经有症状由于医疗资源过度饱和得不到救治往外逃去其他城市医院求生的 ,0.004178732300047172
就这几天各种微博求助在武汉发热看不上冰不给确诊在家隔离的情况太多了总感觉有些人是不是觉得武汉的医疗资源已经过度饱和所以先逃离武汉到其他医疗资源有富余的城市要是发病了也能看得上啊 ,0.010626023414532226
家里没口罩也买不到口罩的怎么办。。全国已确诊473例新型肺炎病例工信部紧急协调口罩生产武汉教育局回应中小学能否按期开学 ,0.00487787279846863
虽然看起来有些感觉不好但客观来说也是对的现在把疫情控制住不要再扩散了是最正确的。。。武汉卫健委发布病毒性肺炎高发注意事项儿童年轻人对病毒不易感9个关于新型肺炎最新事实 ,0.9996906805449051
武汉卫健委发布病毒性肺炎高发注意事项 中国股民第一个向世界宣布我们已经不惧怕武汉肺炎了这事已经翻篇了欧耶东方财富 上证指数 sh000001 ,0.9562831075118691
盘前思考20200122继续划重点点赞是美德1外盘美股高位震荡2大事① 武汉肺炎疫情扩大② LPR利率未变化③ 冬季达沃斯开幕3仓位7成以内较为合适4策略① 短期市场情绪被武汉疫情走势左右昨天是很明显的大宣泄② 3050缺口已经封闭这也是必然会做的 全文,0.7522407383708588
今日看盘肺炎疫情扩散春节期间您会选择出门旅游吗武汉卫健委发布病毒性肺炎高发注意事项 武汉 澄泓研究君的微博投票 ,0.9616330529046958
这样怎么可能不蔓延啊武汉政府能不能给力点,0.02821943047290476
武汉市民自发退票不远游有一种不给别人添麻烦的善举叫＂退票不远游＂。 ,0.017836749469985147
武汉市民自发退票不远游  武汉市民自发退票不远游情非得已且高调一回吧自发退票无论如何这还算是高觉悟了点个赞吧👍     本次新型冠状病毒感染肺炎已经证实了可以人传染人这种情况下武汉市民再踊跃涌向世界各地去旅游过年实在是不合时宜了所以能够自发退票不远游则国内 全文,0.9903711693605213
我是想骂人但是骂人也没用。我看逃离武汉的话题看了一整晚室友和我一个好朋友都回国了我一遍一遍给他们发疫情相关要他们一定注意。关于逃离武汉我没有骂任何人也不想judge任何选择就想看看匿名投票大家会怎么选这样。一万多人参与投票现在大家都看到结果了没啥好骂的这 全文,0.0008468485359839351
我真的很想说我们又不是没有感情的营业机器随时随地都要一直营业吗我们也会怕也会关注也会想讨论也会有很个人的看法不能说吗说就是加重焦虑带节奏我真的已经很克制了小朋友刚买了票来米兰看我要在里昂转车就有武汉发烧病人到里昂我真的想骂人。然后呢继续假笑写段子当岁月静好吗,0.9995534263711903
如果现在你在武汉没有症状不代表未被感染。 人五的微博投票 ,0.18311288912797863
到今晚11点全国新型肺炎比昨晚增加约200确诊病例仅湖北就达到了444例死亡达到17人。这是很严重的增长。武汉今天的形势已如2003年抗击SARS时的北京。当年北京痛下决心抗击SARS成为全市的中心任务。我记得当时北京的一家都市报在头版做了一个大幅双行标题内容大意是抗击非典成为头等大事 全文,0.9998645150011704
三联生活周刊今天的报道说他们在武汉的记者21日采访到了自称感染了不明肺炎的患者他们来自华南海鲜市场但他们没有被隔离只是每天去医院打点滴是移动的传染源。请问武汉市卫健委情况真的是这样吗那些确诊的新型肺炎患者和疑似患者都做到隔离治疗了吗老胡在此代表无数关心疫情 全文,0.9801010413968307
网传武汉卫健委副主任刘某去上海看女儿在上海一医院被确诊感染新型冠状病毒并且在上海不配合隔离治疗四处躲藏直至在公安的帮助下才将其抓住。老胡向武汉方面了解确认这是一个假消息。武汉方面表示卫健委只有一位姓刘的副主任叫刘庆香她目前正在武汉工作岗位上。这是她在一线工作的照 全文,0.037126216443256754
老胡昨天向环球时报及所属各部门发出倡议呼吁家在武汉和湖北的同志都放弃春节回家环球时报办公室筛查了所有可能回武汉和湖北过春节的同志一一做工作。今明两天是在职工作者回家过春节出发的高峰老胡也在此呼吁全国各地准备回武汉过春节的朋友们坚决放弃这次回家团圆的机会也请他们在武汉的 全文,0.02771399029201449
世界卫生组织专家组赴武汉市考察武汉医生的朋友圈钟南山院士您一定要照顾好自己的身体从2003年非典到现在一直保持在病情的第一线可又有多少人知道您今年84岁的高龄一切都会过去的中国加油 追星女孩的日记的微博视频 ,0.9999965085289072
我们都在家没有出门家里也全部都在消毒通风出门也都带了口罩武汉正在经历一场硬仗我们也一样热爱自己的家乡所以请不要恶意抹黑好么同为中华儿女我们需要更多的鼓励与理解 武汉 ,0.6142685154427653
我妹回家了跟爸爸讲疫情很严重爸爸根本不当回事。而我公婆听说儿子前阵子去过武汉了给我打电话说春节也不是一定要团聚的我们家没那么传统。现在在考虑到底窝在哪里过年没那么无聊。 ,0.8865679152889367
朋友看了武汉市场野味菜单说没贴出来的更可怕他就看过买活的响尾蛇和獾。图就不贴了 ,0.015204638784304447
武汉疫情防控全面升级听他怎么说看他怎么做向全副武装的白衣战士 致敬 ,0.7625823606668246
我已经尽量避免看微博了每次看到有人说起武汉真的很难受。图里这话说的太对了。已经封城了我们全力在配合了 ,0.02206889131050227
关注全世界共同抗击武汉肺炎。,0.4078956386733551
武汉加油中国加油💪,0.9666852490698679
真把我看笑了绝了等这事结束了武汉可以出个迷惑行为大赏合集了,0.04475058520175801
这不光是武汉市委的问题吧湖北省委就想甩锅第一批样本去了哪里,0.35553226351032596
太突然了。凌晨3点发突然通知说明形势可能更加严峻了希望武汉加油。封城了。,0.23203758904820293
半夜起来看到武汉封城禁不住落泪。覆巢之下安有完卵。大家抵抗是病毒不是武汉人武汉人也是中国人。武汉加油一点一定可以过去的。愿所有华人都平安健康。天佑中华天佑武汉一定会过去的不妨试试中医毕竟伤寒论就是张仲景大师从许多时疫中总结出来的经方。 ,0.9985585629584948
这个也转给家人群里了老人今天还想去搓澡。。。很详细这个得病信息很详细你们看一看。这个要看特别是武汉的朋友要对比症状。,0.9953355963086286
最终还是封城了估计超市会被抢购希望基础的食品水源能够保证武汉公交地铁暂停运营 武汉封城,0.9819493335971586
家乡只要一例确诊就是武汉输入型十八线的小地方真的很害怕啊今天封城昨天还放了296w人离开武汉潜伏期又有感染性这才第二天就新增。自己从武汉那边回家的提前去医院里面看看可能还在潜伏期又或者表现的没有明显不适但为了不传染给周围的人和亲人这个意识真的求求了。 ,0.07148720438923128
现在不是车票都实名制了吧这段时间进出武汉的人的去向铁路部门航空部门等应该都有记录能不能上报一下再分发到各地了  ,0.004487331018425578
武汉封城说不恐慌都是瞎掰。看看今天的股市明显是恐慌式下跌你说和武汉封城没关系吗 ,0.05953094904641498
我说句武汉不冤有点对不起无辜的武汉人民可是这些从上到下从政府到民间的蜜汁操作简直超出所有底线,0.00466978867886314
感觉湖北省武汉市的Zf你们是有什么仇怨而报复社会吗 合肥·三孝口 ,0.780916113164199
扩武汉市第一医院上一条最美背影微博被转发上万这条求助希望大家也能看到帮扩,0.9985204074418026
我下次要去武汉去过武汉三次很喜欢这座城市美食很多樱花很美会再去哒武汉加油我还有三张武汉地铁卡没用过呢等你病好了去看你哦当然要再去武汉读者超绝可爱会好起来的武汉加油,0.5304278883471001
个人感觉这次的新型肺炎会比非典严重。过年期间人员流动大然后农村真的是疫情盲区各种活动照样搞起跟他们说这次真的跟当年非典差不多的蛮严重的武汉都封城了可是依旧不以为意觉得当年非典的时候农村不严重啊可是现在的交通跟人员流动量跟十七年前能比太难了身在村里瑟瑟发抖 ,0.9994335582118543
睡一觉醒来发现武汉封城了然后我小广西有三例然而村里的人好像一点都不知道消息似的等过年过年期间乡镇的人员流动也好大的没有一个人戴口罩不知道说啥了 ,0.0001831588833463016
广东启动重大突发公共卫生事件一级响应挺好的至少不要搞到像武汉专业医疗资源居然向普通市民募捐见了鬼啦政府咧 ,0.011841753138356892
武汉封城后的市民生活怪不得那些人泯灭良心都要离开武汉认为了活什么都敢做 ,0.1130196016157915
武汉封城既然封城希望能做好一切准备城内的生活必须物资是否充足能否控制物价老百姓生活物资购买能否得到保证公交地铁停运能否保证急病患者及时得到救治120是否能够支撑市内出租滴滴等不会恶意涨价有没有都安排好 ,0.7980327370785075
武汉封城果然走到这一步了公交地铁都停那市民怎么看医生啊 ,0.9170025688149834
好样的点赞武汉一名新型肺炎患者被成功救治武汉加油疫情地图 ,0.9904082034423228
财新找了个香港人采访这个人在武汉待了几天最后号称逃离的。。回来后一顿负面情绪来袭媒体接着带节奏。。下午大盘情绪受这个报道影响很大。。谁对谁错不说这个时候发这个让一个没有真正在一线坚持战斗的人说合适吗武汉一名新型肺炎患者被成功救治湖北中小学开学确定延期 ,0.9735745203001192
哪位网友在武汉说说你身边的所见所闻吧。无论如何祝你平安。。。全国确诊新型肺炎病例离汉通道关闭后4项应急措施 ,0.769527597241073
这样情绪化的杀跌大部分人其实都知道不应该被情绪带着割肉但绝大部分人还是会被动割肉这是为神马战胜自己会这么困难吗武汉公交地铁暂停运营 武汉卫健委发布病毒性肺炎高发注意事项 微博股票 ,0.9999788508393246
啥也不说了提前给大家拜年了。。。希望国泰民安节日期间大家多宅宅少扎堆保护好身体就是对这个国家最大的贡献了。。武汉加油 微博股票 ,0.8933480809309527
护盘我已经尽力了留4层仓位年后继续保家卫国这个坑迟早会填回来逆人性真到关键时间没几个敢真去这么做的研究君2965继续加仓5仓位60锁仓过年武汉加油,0.023732814066569463
2965继续加仓5仓位60锁仓过年武汉加油,0.006402674359010652
跌破3000继续买点仓位55。武汉加油 ,0.10864886634937809
魔咒啊。。昨天出来讲个话今天果然就暴跌从来就没有错过一直这样验证的。。。。武汉加油武汉公交地铁暂停运营 ,0.9969139155742862
盘前思考20200123继续划重点点赞是美德1外盘美股高位震荡2大事① 武汉封城② 上市公司财务大洗澡③ 方星海达沃斯发声3仓位7成以内较为合适4策略① 短期市场情绪继续被武汉疫情走势左右昨天虽然V转但不能说市场就此太平了② 短线情绪太飘忽最 全文,0.6212444343935211
3天前发的这条微博今天武汉封城了。。武汉公交地铁暂停运营 武汉加油,0.14604755009894643
猪年最后一个交易日老铁点赞集合跨年的财运都给你武汉公交地铁暂停运营微博股票全国确诊新型肺炎病例 ,0.9986110646597537
全国已确诊473例新型肺炎病例猪年最后一个交易日您是持币还是持股过节微博股票 武汉公交地铁暂停运营 澄泓研究君的微博投票 ,0.9998116972765154
武汉将在蔡甸以小汤山模式建立医院 作为一个蔡甸人内心很怕怕不过这样很多得病的人可以得到救治了我相信一切都会好的等待春暖花开病毒就都死光光啦 武汉 ,0.8298156533278876
我弟弟和他女朋友前两天把回家票都退了就在武汉过年了保佑他们,0.04650743973078575
武汉各大医院需要防护物资资源武汉四大医院已经扛不住了抗击肺炎需要所有人的努力希望各位把消息传播出去只有保证医院的正常运转才有战胜疫情的希望。    武汉 ,0.20681208278225116
武汉加油武汉的朋友们加油🙏🙏🙏,0.7225812706033345
武汉加油,0.601486610511513
文献综述今天做晚饭的时候室友法国小哥过来跟我讨论武汉的疫情。我跟他说武汉今天上午已经封城了——所有公共交通关闭最新消息高速也封闭了。他说你们不是过Lunar New Year呢么这要是发生在法国政府敢在圣诞节前下令封城估计当天就得发生暴动也很难有哪个政治人物敢下这样的决心。倒 全文,0.2927918903945239
积极参与为武汉防疫防控助力转发走起,0.8039246211871022
武汉一定要加油💪暂时委屈你们了,0.6280883454262298
我妈说我们小区有个昨天从武汉回来的sb赶在封城之前回来拉着大家一起死吗 ,0.01963081494658292
武汉能武汉坚强 天津·南开大学西南村 ,0.25167665131771644
从武汉回家的第十天没有症状自我隔离中病情爆发后再没出过门。跟家里人吃饭也分桌因为哪怕自己身体比较好要是万一有问题带给他们自己也要自责一辈子。  现在问题有两个目前病例都是武汉接触者算是第一次传播如果有未到过武汉发病的是否可以表明第二次传播开始了病毒是否会演变 全文,0.9999960506765954
向一线医务人员致敬加油武汉 平安中国  抗击新型肺炎第一线  苟利国家生死以    岂因祸福避趋之 你们的背影湿润了我们的眼睛。你们的逆行诠释了何谓英雄此致  最崇高的敬礼  湖北日报的微博视频 ,0.9999997689100789
向一线医务人员致敬 抗击新型肺炎第一线  苟 利 国 家 生 死 以     岂 因 祸 福 避 趋 之 你们的背影湿润了我们的眼睛。你们的逆行诠释了何谓英雄此致  最崇高的敬礼  武汉大学的微博视频 ,0.9999006769678918
向一线医务人员致敬 新型肺炎疫情最新汇总 苟以国家生死以岂因祸福避趋之你们的背影湿润了我们的眼睛。你们的逆行诠释了何谓英雄此致  最崇高的敬礼  武汉中心医院的微博视频  ,0.9999674563151815
澳门取消所有春节庆祝活动  澳门应对积极得体 公众安全放在第一平安就是最大的幸福 加油武汉我在一起 查看图片,0.8496784886334698
今日上午武汉停运公交地铁关闭机场和火车站。武汉加油天佑中华。祝各位网友身体健康平安过年 ,0.9959858305087679
不聊这件事了。vc、熏醋、激素、抗生素、阴谋论、板蓝根、淡盐水、莲花清瘟、确诊人数、抗病毒冲剂、口罩型号品牌、医院是否拒诊、实际感染人数、实际死亡人数、多少患者不被容留、是否真的有患者外逃、武汉停留十分钟感染各种音频、录屏、截图我不知道为什么这个时候还有人造谣传谣刚刚相信 全文,0.02048450172521865
湖北除了省会武汉又有黄冈、鄂州、赤壁、潜江、仙桃等进入封城状态相信这给当地的不少人造成了很大的心理压力。湖北省和各地政府显然进入了抗击新型冠状病毒的极限忙碌中。这件事同时系关全国人民的利益也牵动了无数人的感情。网络上出现各种强烈的意见实属正常。舆论场最主导性的态度还是 全文,0.9755912544925502
武汉已经封城全中国人民都在关注那里。从昨天开始网上就流传了武汉医疗诊治体系几乎已被压垮很多发热病人无法就医甚至到了只能外逃寻求就医保命的程度。今天又看到了武汉民众抢购日用品各种物资都可能匮乏的消息。老胡像大家一样担心在一些微信群里看到很多人发出驰援武汉的倡议心 全文,0.009461043706132433
老胡这篇社评写到今晨6点。昨夜老胡作为一介书生与壮士断腕的武汉城和那里的市民们在一起。,0.0018601144766616784
