关键词,博主,内容,日期,点赞数,评论数,转发数
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,明天：9点整抢音乐会门票、上午校对《台报传媒》杂志并去单位送还给主任、去超市单位元旦福利提货、单位食堂吃饭、中午12点抢回家车票、下午预约11日捐献血小板、跑步、洗衣服、拆快递包裹、网购、买书买杂志、去文化馆参观展览、上班、接收和打印供电公司书稿。 ,2020-01-07,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,我经常在微博吐槽我家阿姨，没想到就这样也撑了一年多了， 在我家准备迎来第二个春节。阿姨是有很多缺点的，比如做饭很单调，以至于我们都不太想回家吃饭，比如不识字带来一些不便，比如耳背让我们都要大声地跟他讲话。但是阿姨也有一些打动我的地方吧，比如前天我在房间睡觉，阿姨带着夏夏从外面 ...全文,2020-01-07,342,79,9
吃饭 早饭 午饭 晚饭 夜宵,人五_,人就是一个完整的人，既有眼前的苟且，又有诗和远方。  拉屎放屁吃饭赚钱和读书写字画画泡茶并不冲突，我可以同时一边喜欢小清新一边喜欢大jb，不必非要给自己做一个切割。 ,2020-01-08,1274,168,91
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,昨天晚上在食堂吃夜宵时，顺便问了一下时政新闻部的同事，今年两会是在年后召开，这我就暂时放心了。 ,2020-01-08,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,#夏酱的日托日常# 今天的课程是给妈妈打扮呀，夏夏也太专注了吧！就是吃饭依然令人捉急 ,2020-01-08,45,18,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,明天：去路桥将台州供电公司书稿送还、单位食堂吃午饭、中午继续在椒江区总工会微信公众号上抢春节回家车票、办公室上网挂QQ、去影院看电影、关注和接听血站预约电话、去台州图书大厦买几本书、去中山西路服装店买裤子、洗衣服、晚上吃饭、去台州文化艺术中心剧场欣赏新年音乐会、回来继续跑步。 ,2020-01-09,1,0,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,【2020年1月9日】本周最后一个工作日。9点半醒。11点出门去单位吃饭，把昨天上午在单位文化服务中心买的一袋巧克力糖带去放办公室备吃。刚到楼下，准备开锁哈罗单车，接到电话，说把供电公司的书稿发来，让我尽快完成，明天晚上送去，接打电话过程中，来回走动，一个不小心额头还撞到了墙上。11点50分 ...全文,2020-01-09,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,午饭到单位食堂吃，豆腐西红柿、洋葱/鸡蛋、红烧冬瓜，8元。洋葱太生，不是很太熟，太辛辣，口感太差，简直没法入口，只吃了一点点，其他全部倒掉了。 ,2020-01-09,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,一只蹦蹦跳跳的尤物,这特么是喝了多少？疯成这样？？//@拉瓦铀:港独还指望吸引外资来港？。。。哪个国家敢投资金门？三八线？科威特？想必是风险投资，越有风险越投资！//@吐槽鬼:噗哈哈哈哈哈哈哈 中午吃饭时看看挺开心的,2020-01-09,17,5,75
吃饭 早饭 午饭 晚饭 夜宵,AmyandJones,今天周五，打算早点去看老爸，去看之前打了个电话给他。爸爸口口声声说让自己不要去，但我坚决要去和他一起吃晚饭。没想到自己还在路上的时候，就接到爸的电话，说他在楼下等我，顿时感触颇深。上次去看他，买了个红薯，和他一起吃完，然后他送我到车站。每次都让我不要去，可每次又是那么期待我过去。 ...全文,2020-01-10,2,0,0
吃饭 早饭 午饭 晚饭 夜宵,人五_,就如果真的和朋友吃饭玩，清清白白，对象要求视频或者拍照，根本不会东扯西扯，马上拍！拍了发过去还要跟对方阴阳怪气一下，怎么样，查岗是吧？现在满意了吗？还要给我指定什么姿势吗？心里不知道多得意。那种死不愿意，东扯西扯甚至发火说你烦不烦一直查我的，就是有问题，不然真的要发火也会先 ...全文,2020-01-10,2326,114,84
吃饭 早饭 午饭 晚饭 夜宵,iBingo,#冯薪朵 陆思恒#新年第一瓜，吃饭自己家！ ,2020-01-11,17,10,1
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,1.双休日第二天。2.作为懒癌症患者、拖延症患者、夜猫子，早上真心起不来。8点半和9点时两次醒来，很快又睡过去了。3.下午去看了两场电影。4.晚饭是煎饼果子，放了油条、鸡排、火腿肠、鸭蛋、肉松，味道真心不错。台州电子数码城北边的小吃排档区块简直是个隐形的美食圣地，一直以来不显山不露水， ...全文,2020-01-11,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,下午在路桥看电影。晚饭吃煎饼果子，加鸡排火腿肠鸭蛋油条肉松，喝绿茶。下午雨终于停了。 台州·洋官苑 ,2020-01-11,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,文起尘,上午十点出门，堵车到图书馆已经十点半，他爷俩公园，我到图书馆还书，然后忍不住又借了几本，然后十一点跑步🏃到青岛银行更新证件，然后跑步去公园陪娃。11:20，某人开车去西站，要求赶十二点多的高铁🚄。从13:08分开始到现在因为工作已经打了18个电话，漏接了4个电话。在从吃饭到回家。其中一段 ...全文,2020-01-12,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,人五_,我谈恋爱即便对方是大帅哥，共同开销我可以付，吃饭看电影开房甚至是旅游都ok。但是休想从我这拿到一分钱现金或者可以挂咸鱼的贵重礼物，不可能，微信红包也不可能。也不负担不和我一起的开销，哪怕是帮点个外卖也不可能，我不是工具人，谁要给你当凯子，追你妈追，不喜欢我就滚。 ,2020-01-12,1632,164,69
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,今天的晚饭到单位附近的康平路一家新开的嵊州小吃店吃，点了香肠炒饭，分量少，油放得少，不怎么好吃，价格还贵，还是自己买菜做饭吃比较划算，想吃多少做多少。 ,2020-01-12,1,0,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,【2020年1月13日】今天还是阴，期望中的放晴并没有出现，一丝阳光都没有，还不如昨天呢。已经好多天不见阳光了。上午10点多醒，11点多出门去单位食堂吃饭，南瓜、豆腐香菇虾干、番茄炒蛋，10元。最近食堂的菜都不怎么样，喜欢的菜不多，不知道怎么回事。吃完饭到市文化馆诸子空间参观市文化馆文化超市 ...全文,2020-01-13,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,1.椒江老城区的解放南路改造接近尾声，最大的亮点或者说变化就是几幢圆柱形的商住楼外面增加了灯管，晚上亮起来还是比较好看的，也就是所谓的灯光秀。2.下午去理发，年前最后一次了。春节临近，生意比平时更好了，老板和伙计连午饭都推迟到1点多才吃。店里好多人候着，要排队。还有的人来了一看要等很 ...全文,2020-01-14,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,人五_,来运河吃饭遇到一群韩国模特，太帅了妈呀，又高又瘦。就算他们愿意跟我做，我不把他们戳瞎我都不好意思脱衣服。真的感觉和自己不是一个物种，没法做爱，有生殖隔离那种。 ,2020-01-15,1947,132,41
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,【2020年1月15日】全天下小到中雨，上午至中午有一段时间停，1点多继续下。八九点醒。11点出门去单位吃饭，红烧鱼、黄瓜炒蛋、豆腐木耳虾干、咸菜汤，13元。吃完饭，中午骑公共自行车去市民广场的台州城市规划展览馆参观。1点半回单位，上网，挂QQ，吃巧克力，给水壶灌满开水。近2点离开办公室去行政楼 ...全文,2020-01-15,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,一只蹦蹦跳跳的尤物,生活中已经很少有什么人会让我愤怒了，但有些开出租的司机是这少数人中的佼佼者。我和朋友们刚准备出去吃饭，打了个grab（相当于国内的滴滴），我订位非常准确，一个司机接单了，我说你跟着地图走就行。他一会儿问我，是哪条路，我说我不知道路名，但我的定位是准确的，你跟着导航走。过一会儿他给 ...全文,2020-01-15,277,56,27
吃饭 早饭 午饭 晚饭 夜宵,孤沽,我亲身试吃30倍辣，有一说一，巴厘岛的人早饭都是就着生辣椒吃的，他们这里的地域辣，真的和什么朝天椒小米辣不是一个量级…吃完后的痛感让我体验了一把提前分娩,2020-01-15,16,7,6
吃饭 早饭 午饭 晚饭 夜宵,飞翔的小月半月半,杭州美食超话#杭州美食#杭州美食推荐超话不可辜负的美食超话微博吃货秀超话#鲜城杭州美食##不可辜负的美食超话#用美食说我爱你超话九甲里·老底子杭帮菜＋川菜，开在西湖步行街这边的长生路99号。人均消费不高，适合普通市民和游客吃饭。这里的杭帮菜做的蛮地道的，咸笃鲜，这道菜 ...全文,2020-01-16,13,2,1
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,【2020年1月16日】上午10点半醒，睡了近9个小时。11点左右起床，去单位吃饭，坐公交车去，中山广场坐112，星星广场下，换108，台州日报社站下，时间还早，先到食堂二楼打十几分钟台球，11点50分许才下楼去排队。大白菜、花椰菜和麻婆豆腐，7元。吃完到市民广场，台州日报社站坐108，市民广场站下，参观 ...全文,2020-01-16,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,澄泓-研究君,早上判断今天预计收十字星，还有半小时，看市场给不给面子//@澄泓-研究君: 早盘走的，你说别扭吧，也挺别扭的，毕竟拉起来一段没有人跟进，你说很高风险吗？其实也看不太到，标准的反抽5日线，量能没有跟上就下来了。估计今天就是一个震荡收十字星了，如果能收根阳十字，那是最好。淡定点吃午饭。,2020-01-17,13,0,0
吃饭 早饭 午饭 晚饭 夜宵,澄泓-研究君,早盘走的，你说别扭吧，也挺别扭的，毕竟拉起来一段没有人跟进，你说很高风险吗？其实也看不太到，目前一个比较标准的反抽5日线，量能没有跟上就下来了。估计今天就是一个震荡收十字星了，如果能收根阳十字，那是最好。淡定点吃午饭。,2020-01-17,16,0,1
吃饭 早饭 午饭 晚饭 夜宵,wait银银银银儿,#猪猪女孩的寒假真实写照#每天睡到中午起，吃饭就玩手机，沙发上可以躺一天哈哈哈哈 ,2020-01-17,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,#过年见家长的保命方式# 我去婆家的计划：多吃饭少说话有事就喊“老公我带娃你去吧”。 ,2020-01-17,78,20,2
吃饭 早饭 午饭 晚饭 夜宵,一只蹦蹦跳跳的尤物,【巴厘岛旅游怎么玩】：我们聊一下别墅，吃饭，和一些出行须知。巴厘岛算是我第二个老家了，这一年下来也积累了一些巴厘岛的别墅经纪人，也零零散散体验了，实地看了很多别墅，所以经常有人问我巴厘岛住哪里，哪些别墅好，包括那些餐厅不错，今天开个帖子稍微聊一下（不断更新）【开篇】：有必要提 ...全文,2020-01-17,405,67,321
吃饭 早饭 午饭 晚饭 夜宵,孤沽,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！哈哈哈哈哈哈哈老尤4杯红酒就喝多了，阿琛问他你还记不记得你是哪个大学的？尤：我上…上海…上海吃饭…痴汉大学…的 ,2020-01-17,63,15,0
吃饭 早饭 午饭 晚饭 夜宵,文起尘,某人过年礼盒是需要选择的，人家直接一个链接过来，选吧。作为一个标准吃货我自然选择了即食大礼包。而收到货以后，某人抱着箱子在他妈家吃饭，支支吾吾，只说买的东西得抱回去。我心里很受用，可是还是打开箱子一分为二，一家一半。。看来是还房贷还的……。而孩子 ...全文,2020-01-18,1,0,0
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,我去做指甲了，爸爸带着买的，我也想说“吃了不吃饭”，但是想想算了，爸爸带娃，妈妈闭嘴🤐️//@珠珠吾系猪猪楮楮渚渚:如果是我妈肯定会说 她不正经吃饭都是因为你给她吃这些垃圾！  哎,2020-01-18,37,18,1
吃饭 早饭 午饭 晚饭 夜宵,飞翔的小月半月半,带着微博去旅行超话#带着微博去旅行##杭州网红酒店打卡圣地##民宿##不可辜负的美食超话# 在湖州的慧心谷住了两天远离城市喝茶 吃饭 散步 爬山 瑜伽 spa放空大脑 休息一下不愧江浙沪最值得住的野奢度假村吃完早餐，回家#旅行#  湖州·湖州慧心谷绿奢度假村 ,2020-01-19,16,2,2
吃饭 早饭 午饭 晚饭 夜宵,meredithshen,开启假期模式。在好好做饭吃饭，好好读书写字，好好运动瑜伽中度过。 ,2020-01-19,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,卡斯卡耶夫斯基,瘦子的秘诀真的就是不吃，天生的不爱吃和后天养成的不能吃。我一位160/95的朋友，日料店只点一碗面，一位176/100的朋友，晚饭只吃半杯豆花，一位174/90的朋友，一天三餐吃一个紫薯。而我打下这条微博的时候，刚从重庆暴吃了三天回来坐在沙发上啃双层吉士汉堡。 ,2020-01-19,9,15,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,【2019年1月19日】上午9点半左右醒。今天是星期日，但因为春节放假调休的缘故，实际却是工作日。上午起，终于逐渐放晴，如此正经的太阳已经整整10天不见了。中午烧水洗澡、洗头。14日下午理发以来第一次洗头。中午依旧在单位食堂吃饭，11点半左右出发，骑哈罗单车前往，萝卜丝红烧带鱼、番茄炒蛋、麻婆 ...全文,2020-01-19,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,邢立达,心疼你们，带她来一起吃饭吧？,2020-01-19,736,57,59
吃饭 早饭 午饭 晚饭 夜宵,人五_,朋友离婚了，搬来米兰，和她一年没见，晚上一起吃饭。我看到她就说，你怎么离婚之后漂亮这么多？是瘦了吗？我以为她会说离婚之后开始认真工作健身社交穿搭重拾自己人生做更好的自己之类的话。结果她说，我去抽了脂。 ,2020-01-20,2079,182,37
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,粗花广州！上午还是公司述职大会，死赶慢赶还是推迟了1小时结束，我都快急哭了！怕塞车怕迟到怕各种意外！我挂个号很不容易的！我和爸爸来不及吃午饭了，夏夏已经吃过了，但是还是在啃一根吐司边～看她今天情绪不错，测过了，有对视 ,2020-01-20,197,145,1
吃饭 早饭 午饭 晚饭 夜宵,SP姐姐,早饭。 日本·深山樱庵(Ryokan Miyama Ouan) ,2020-01-21,15,3,0
吃饭 早饭 午饭 晚饭 夜宵,澄泓-研究君,吃饭 ,2020-01-21,30,16,0
吃饭 早饭 午饭 晚饭 夜宵,Dingykkk,有点懵逼，我本来的意思是过年了留守深圳的小朋友们一起线下聚个会吃个饭啥的我买单，怎么变成了一些人直接私信我自己吃饭的账单直接喊我报销 我不欠这些的人啊。本来感觉挺温暖得一件事又变得奇奇怪怪的，怪我没讲清楚吧... ,2020-01-21,542,282,0
吃饭 早饭 午饭 晚饭 夜宵,人五_,给你们说个我去年暑假回国的真事。我当时刚回成都还有时差，也懒得调整。外公外婆去瓦屋山避暑经过成都在我家住两天，晚上到的，一起吃的晚饭，我说外婆年纪大了别做了出去吃，去热炒店点了我爱吃的粉蒸肥肠和小炒肉，当晚我卖力表演，给大家盛饭倒茶，嘘寒问暖说瓦屋山好不好玩，下楼梯过门槛一定扶 ...全文,2020-01-21,3504,435,102
吃饭 早饭 午饭 晚饭 夜宵,渡口五港,过年就是要一家人整整齐齐地坐在一起唠嗑 那种问成绩的 问工作的 问对象的 突然让人感觉超级温暖 礼貌答复就好 吃饭呢 也要好好吃 不要再盯着手机 顺手查了我国的平均寿命是77岁 你看人这一辈子 年是过一次少一次 还没有几天就要过年了 要开心喔 认真的去听听老一辈的故事 这年啊 吵吵闹闹的才像样 ,2020-01-21,1523,29,118
吃饭 早饭 午饭 晚饭 夜宵,井冈山的斗争,去饭店吃饭咋办估计也没人敢在里面吃,2020-01-22,2,1,0
吃饭 早饭 午饭 晚饭 夜宵,SD下海的杨大夫,【文献综述】今天做晚饭的时候，室友法国小哥过来跟我讨论武汉的疫情。我跟他说武汉今天上午已经封城了——所有公共交通关闭（最新消息高速也封闭了）。他说你们不是过Lunar New Year呢么？这要是发生在法国，政府敢在圣诞节前下令封城，估计当天就得发生暴动，也很难有哪个政治人物敢下这样的决心。倒 ...全文,2020-01-23,41,12,7
吃饭 早饭 午饭 晚饭 夜宵,鼎下生,从武汉回家的第十天，没有症状，自我隔离中，病情爆发后再没出过门。跟家里人吃饭也分桌，因为哪怕自己身体比较好，要是万一有问题带给他们自己也要自责一辈子。  现在问题有两个，目前病例都是武汉接触者，算是第一次传播；如果有未到过武汉发病的，是否可以表明第二次传播开始了？病毒是否会演变？ ...全文,2020-01-23,6,12,0
吃饭 早饭 午饭 晚饭 夜宵,Dingykkk,春节对自己的要求：在家多睡觉，好好吃饭，不传谣，不信谣，不给ZF找麻烦，管好我自己 ,2020-01-23,215,69,6
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,前两天我在收拾行李，考虑带一罐奶粉还是两罐，阿姨说：我劝你还是带两罐吧。我问为啥？阿姨说你肯定没那么好耐心喂饭，多喝点奶嘛。我据理力争：我平常不是没耐心，是不想强迫她吃饭而已！阿姨：呵呵。 #夏酱家阿姨# ,2020-01-23,61,19,0
吃饭 早饭 午饭 晚饭 夜宵,江涵秋影,春节假期第三天。大年三十，除夕，这一天其实比正月初一还重要。全天依旧下小雨，一度短暂停，但很快又下；气温只有5度上下，很冷很冷，待在家里都瑟瑟发抖。吃过晚饭早早上床。8点半早起，上午贴对联，中午去饭店吃年夜饭，下午用手机看看新闻，晚上在家吃饭，等着看央视春晚，无论社会怎么发展，们的 ...全文,2020-01-24,0,0,0
吃饭 早饭 午饭 晚饭 夜宵,用户6520030499,穿这件衣服陪我爸妈吃饭还收了个红包哈哈哈 微博视频 ,2020-01-24,2352,340,6
吃饭 早饭 午饭 晚饭 夜宵,张健胖胖,应该是这个假期唯一一次外出吃饭了，也就是咱俩的友谊可以做到@等待marvel ,2020-01-25,6,0,0
吃饭 早饭 午饭 晚饭 夜宵,人五_,昨天做两个梦。第一个梦梦到自己去泡温泉，所有人都穿了泳裤，我全裸光屁股。第二个梦梦到吃饭，有个人一直性骚扰我，疯狂摸我大腿，对方又很热情，我觉得很尴尬不知道怎么试过，wdy出来帮我解围。 ,2020-01-25,433,71,0
吃饭 早饭 午饭 晚饭 夜宵,卡斯卡耶夫斯基,我昏睡中途、接水半道、在客厅啃兔头的三十分钟里，分别听到了长得好看的叫小姐姐长得不好看的叫X姐、国银Disco、不会说我爱你不记纪念日不让老婆上桌的伟大君人、相亲媒婆、女企业家被大哥成功教化，我吃饭时间真的太长了，该死！ ,2020-01-25,1,0,1
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,家庭主妇的一天真的很累，中午饭忙活完了好不容易吃完了洗了碗，换好衣服带娃出去溜达一圈回来，又要准备晚饭了。但是我发微博主要想问：莲藕需要一个洞一个洞清洗吗？ ,2020-01-25,75,39,8
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,而我们的早午饭是炒饭 玉米豌豆萝卜粒（冷藏包那种），牛肉粒，鸡蛋葱花，昨晚剩饭，一炒完事！好次！ ,2020-01-25,47,20,0
吃饭 早饭 午饭 晚饭 夜宵,早春不過一顆樹,初二，小雨，树叶晃动了1693次，吹掉了486片，小鸟叫了167声，飞来飞去196次。我家厕所瓷砖有200片，地砖铺了166片，玻璃18块，木地板1065块，家里大米有35214粒。雨一直下，电影刚结束，坐等吃饭饭  深圳·龙岗区老干中心 ,2020-01-26,4,1,0
吃饭 早饭 午饭 晚饭 夜宵,小短腿夏酱,素面朝天窝在家，晚上小姨他们要回来一起吃饭了，我问老公说，我要不要化点妆呢（毕竟他们也不是外人）。老公看着我坚定地毫不迟疑地说：要啊！（虽然是解决了我的犹豫但是有点伤人） ,2020-01-26,46,10,0
吃饭 早饭 午饭 晚饭 夜宵,孤沽,昨晚吃饭和朋友们讨论一个话题，一个男生朋友问在一段恋情中对方做到什么程度会被判定为劈腿。隐瞒有好感且密切聊天的对象？隐瞒同时谈多段恋爱？坦诚有喜欢的其他人？坦诚同时谈多个对象？其实不是的，其实现在我身边很多女生朋友要的都不是唯一性了，她们在乎的是被爱的绝对值，也就是有没有满足 ...全文,2020-01-26,153,15,19
