关键词,博主,内容,日期,点赞数,评论数,转发数
疫情,听说我要叫小呆,最近疫情+杀医事件让我想起了穿堂惊掠琵琶声里沈先生很平静的告诉孟先生我爸爸没有死在抗非典的第一线却死在了医闹之下，所以我妈妈不想让我成为医生。我在想如果越来越多的这样的事件是不是很多人不再愿意成为医生，然而每次出现疫情在最前线的也是他们，甚至是做好防护还要被键盘侠嘲长此下去是不是 ...全文,2020-01-21,1,0,0
疫情,澄泓-研究君,#武汉成立疫情防控指挥部# 闭嘴，你有！#东方财富# ,2020-01-21,18,2,0
疫情,澄泓-研究君,#武汉成立疫情防控指挥部# 如我所说，这种级别的疫情，只是需要时间，就能攻克！要相信科学技术的进步，要相信政府的管理提升！一个月后回头看，今天的下跌就是场闹剧罢了#武汉卫健委发布病毒性肺炎高发注意事项# ,2020-01-21,56,9,2
疫情,澄泓-研究君,#武汉卫健委发布病毒性肺炎高发注意事项# 收盘了，说几句对当前行情的思考：1、3050的缺口被封闭了，这个不是坏事，后面的隐患消除了一个，对中长线行情来说，反而说利好；2、目前短线情绪主要是疫情扩散，由于规模和杀伤力不可知，叠加春节假期较长，大资金决定先离场观望，这是没毛病的，资金大的 ...全文,2020-01-21,30,13,1
疫情,澄泓-研究君,投资就是这样，谁也不知道短线情绪怎么走，疫情被媒体发酵，资金避险意思大增，早盘就是这个因素导致。冷静点，情绪退潮后，自然会恢复。。。#武汉卫健委发布病毒性肺炎高发注意事项##今日看盘# ,2020-01-21,17,5,3
疫情,澄泓-研究君,【30分钟盘面观察】早盘感觉，情绪上受疫情扩散影响较大，有资金避险杀跌。整体来说，这里的短期黑天鹅，我感觉影响有限，若砸出黄金坑，反而是机会。,2020-01-21,13,1,0
疫情,澄泓-研究君,【盘前思考20200121】继续划重点-点赞是美德1【外盘】美股休市；2【大事】① 武汉肺炎疫情扩大② LPR利率未变化③ 易主席接受媒体专访3【仓位】【7】成以内较为合适；4【策略】① 昨天市场继续逆情绪，开盘调整后一路上涨，收了个放量的金针阳线；② 多看看周线和月线，很明显的多头 ...全文,2020-01-21,8,2,2
疫情,澄泓-研究君,#今日看盘# 武汉肺炎疫情扩散，你恐慌吗？#微博股票# 澄泓-研究君的微博投票 ,2020-01-21,946,5,6
疫情,敏从心来,#钟南山谈疫情#口罩走起，加强锻炼。 ,2020-01-21,0,0,0
疫情,侃侃而谈zp,#武汉成立疫情防控指挥部#   武汉成立疫情防控指挥部，At last       另外，大武汉也开始实施进出武汉人员管控了，领导批示以后效率果然提升了很多，点个赞👍👍      我国的行政体制执行力还是非常强的，有着极高的行政效率和社会动员能力，这个没人会不服吧集中力量办大事是咱们的 ...全文,2020-01-21,42,13,3
疫情,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例# #武汉15名医务人员感染新型冠状病毒# #武汉成立疫情防控指挥部# #钟南山肯定新型冠状病毒肺炎人传人#  潜伏期！潜伏期是最难处理的问题！ 向所有医务人员致敬！ 愿平安！,2020-01-21,0,0,0
疫情,胡锡进,网传消息说，国家卫健委武汉肺炎专家组成员王广发已经被确诊感染新型冠状病毒肺炎，他参加了在武汉的会诊。有一些人扒出他10日曾经表示“目前病人的病情和整体疫情处于可控状态”的媒体报道，以此对他进行嘲笑。老胡强烈反对针对王广发教授的这种刻薄。对新型冠状病毒的认识是逐渐增加积累的，很多医 ...全文,2020-01-21,25332,2786,1078
疫情,胡锡进,关于武汉那8个人的事，我相信，当时武汉公安部门掌握的信息也是不足的，而且武汉市卫健委对疫情的认识与今天大概也不一样，当时可能的确没有发现人传人的情况，也没有医护人员被感染。但是现在回头看，那8个人说这种病就是SARS等等，离事实的距离就不像当时看上去那样大了。加上他们不是专业人士，他们 ...全文,2020-01-21,9118,2483,542
疫情,胡锡进,疫情有可能在变化，病毒有可能在变异，中国社会需要能跟上变化，打赢与罪恶病毒的这场新遭遇战。不要在这个时候过度指责一线的指挥官和战士了。出了这么大的疫情，武汉肯定有很多人很难过。回头总结一件事情和在事情刚露头时做预见和展望，难度是截然不同的，要做的各种考量也会不同。这件事到了此时 ...全文,2020-01-21,7925,1647,362
疫情,黑袍雷斯林_,当地官方压着，民间也无所谓这都不是事，还嘲讽别人瞎紧张马照跑舞照跳的态度，浪费了一个半月的时间窗口拖到了春运，这是对社会的犯罪！对于疫情，就应该需要“紧张”甚至是“过度紧张”起来 ,2020-01-22,0,0,0
疫情,时清复日长,『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
疫情,澄泓-研究君,虽然看起来有些感觉不好，但客观来说，也是对的，现在把疫情控制住，不要再扩散了，是最正确的。。。#武汉卫健委发布病毒性肺炎高发注意事项##儿童年轻人对病毒不易感##9个关于新型肺炎最新事实# ,2020-01-22,23,1,0
疫情,澄泓-研究君,2周就锁定病原体，开发出了检测试剂，这个速度说明什么？说明这次的疫情没有你想的这么惊人，当然彻底消除肯定需要时间，现在甚至还是爆发初期，数据后面还要攀升，但这就是个过程，可以预判了，结束是迟早的事情，资本市场快速释放完风险和情绪后，不会再恐慌了，逐步就会回到正常轨道里来。。 ...全文,2020-01-22,37,3,0
疫情,澄泓-研究君,早上我坚定入坑了，你们呢？//@澄泓-研究君:还是那句话，如果这次疫情砸出坑，一定是黄金坑！祝我们好运！,2020-01-22,13,4,0
疫情,澄泓-研究君,【盘前思考20200122】继续划重点-点赞是美德1【外盘】美股高位震荡；2【大事】① 武汉肺炎疫情扩大② LPR利率未变化③ 冬季达沃斯开幕3【仓位】【7】成以内较为合适；4【策略】① 短期市场情绪，被武汉疫情走势左右，昨天是很明显的大宣泄；② 3050缺口已经封闭，这也是必然会做的， ...全文,2020-01-22,18,1,1
疫情,澄泓-研究君,还是那句话，如果这次疫情砸出坑，一定是黄金坑！祝我们好运！,2020-01-22,23,1,1
疫情,澄泓-研究君,#今日看盘#肺炎疫情扩散，春节期间，您会选择出门旅游吗？#武汉卫健委发布病毒性肺炎高发注意事项# #武汉# 澄泓-研究君的微博投票 ,2020-01-22,662,1,1
疫情,侃侃而谈zp,#美国爆发乙型流感#  美国爆发27年来最致命乙型流感，全美范围内1300万人感染，迄今为止已造成超过6600人死亡💀     世界范围内2020年的第一场疫情，比以往时候来得都厉害一些，估计是跟2019年的异常气候有关，难道是北半球雪下得格外少一些吗？加拿大不是都发生雪灾了吗？      也许今年的达沃斯 ...全文,2020-01-22,8,12,6
疫情,Alsfig,怎么感觉假期好像没了，上级医生让我随时待命，大家还是多多了解一下这次疫情比较好，特别是如何防护。,2020-01-22,0,0,0
疫情,相忘于江湖可矣,#新型肺炎疫情最新汇总# 密切关注，积极防护！ ,2020-01-22,0,1,0
疫情,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型肺炎确诊440例死亡9例# 众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 网页链接 网页链接 ,2020-01-22,0,0,0
疫情,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎的潜伏期# 『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
疫情,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎的潜伏期# 『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
疫情,人五_,我是想骂人，但是骂人也没用。我看逃离武汉的话题看了一整晚，室友和我一个好朋友都回国了，我一遍一遍给他们发疫情相关，要他们一定注意。关于“逃离武汉”，我没有骂任何人，也不想judge任何选择，就想看看匿名投票大家会怎么选这样。一万多人参与投票，现在大家都看到结果了，没啥好骂的，这 ...全文,2020-01-22,34404,2548,216
疫情,胡锡进,《三联生活周刊》今天的报道说，他们在武汉的记者21日采访到了自称感染了不明肺炎的患者，他们来自华南海鲜市场，但他们没有被隔离，只是每天去医院打点滴，是“移动的传染源”。请问武汉市卫健委：情况真的是这样吗？那些确诊的新型肺炎患者和疑似患者都做到隔离治疗了吗？老胡在此代表无数关心疫情 ...全文,2020-01-22,34349,3881,3165
疫情,小短腿夏酱,我妹回家了，跟爸爸讲疫情很严重，爸爸根本不当回事。而我公婆听说儿子前阵子去过武汉了，给我打电话说春节也不是一定要团聚的，我们家没那么传统。现在在考虑到底窝在哪里过年没那么无聊。 ,2020-01-22,57,34,1
疫情,邢立达,师妹说她公公在疫情面前进步了。我说这是好事啊。她说，更糟了。以前是随地吐痰。现在会用脚去踩死脚底的病毒。…………然后脚底带糖到处走…… ,2020-01-22,4282,277,128
疫情,慕小月moon,#武汉疫情防控全面升级#听他怎么说！看他怎么做！向#全副武装的白衣战士# 致敬！ ,2020-01-22,27,29,7
疫情,江户川乱步22824,祈愿平安//@宋祖儿lareina:#致敬疫情前线医护人员#向英雄致敬，你们辛苦了！愿所有人一切平安健康,2020-01-23,0,0,0
疫情,听说我要叫小呆,个人感觉这次的新型肺炎会比非典严重。过年期间人员流动大，然后农村真的是疫情盲区，各种活动照样搞起，跟他们说这次真的跟当年非典差不多的，蛮严重的，武汉都封城了，可是依旧不以为意，觉得当年非典的时候农村不严重啊，可是现在的交通跟人员流动量跟十七年前能比？太难了，身在村里瑟瑟发抖 ,2020-01-23,2,0,0
疫情,澄泓-研究君,好样的！点赞！#武汉一名新型肺炎患者被成功救治##武汉加油##疫情地图# ,2020-01-23,42,1,2
疫情,澄泓-研究君,A股赚钱太难了，年初好不容易赚了些，都吐给卖口罩的了。。草，还有天理吗。。。。#全国确诊新型肺炎病例##肺炎疫情下的春运# ,2020-01-23,27,1,0
疫情,澄泓-研究君,几个吃货，毁掉了全中国，春节的喜庆祥和。。股民们又是那个代价了。。。#广东发现6起家庭聚集性疫情##澳门取消所有春节庆祝活动##全国确诊新型肺炎病例# ,2020-01-23,21,4,0
疫情,澄泓-研究君,【竞价观察】低开，疫情情绪继续发酵。二次探底的概率很大，昨天低位没补仓的，可考虑二次探底时酌情买入。没什么抗不过去的，天佑中华！祝我们好运！,2020-01-23,15,0,0
疫情,澄泓-研究君,【盘前思考20200123】继续划重点-点赞是美德1【外盘】美股高位震荡；2【大事】① 武汉封城② 上市公司财务大洗澡③ 方星海达沃斯发声3【仓位】【7】成以内较为合适；4【策略】① 短期市场情绪，继续被武汉疫情走势左右，昨天虽然V转，但不能说市场就此太平了；② 短线情绪太飘忽，最 ...全文,2020-01-23,15,3,3
疫情,侃侃而谈zp,#故宫博物院闭馆#  故宫博物院闭馆，在当前这个新型冠状病毒感染肺炎的疫情压力比较大的情况下，闭馆是个稳妥的选择     观光游览需求，不过是为了长见识得阅历，甚或很多人只为了热门景点打卡这个需求和群众的生命健康保护工作比起来，就不那么重要和紧急了，因此当然可以让步   ...全文,2020-01-23,5,3,2
疫情,侃侃而谈zp,#广东发现6起家庭聚集性疫情#  广东发现6起家庭聚集性疫情。。。    第一、各地野味市场先关闭一段时间；第二、这个春节少出门吧，远门和市内的串门儿都尽量少安排，微信、电话拜年最好了，该组织的饭局就先减免吧；第三、老生常谈，多洗手、多消毒，戴口罩，不吃生的东西，常通通风，少熬夜，得休息 ...全文,2020-01-23,3,1,2
疫情,侃侃而谈zp,#广东发现6起家庭聚集性疫情#   广东发现6起家庭聚集性疫情。。。     现在这个时间很尴尬，马上过年了，政府其实必须下决心做好不过这个年的准备，紧急动员起来组织起来，也一定不能让“确保人民群众过一个欢乐祥和的春节”束缚住了手脚[加油]要保证人民的生命健康安全，就难以做到维护什么“欢乐祥 ...全文,2020-01-23,18,3,1
疫情,健健de小棉袄鸭,#武汉各大医院需要防护物资资源#武汉四大医院已经扛不住了，抗击肺炎，需要所有人的努力，希望各位把消息传播出去，只有保证医院的正常运转，才有战胜疫情的希望。@头条新闻 @人民日报 @澎湃新闻 @武了个汉 武汉 ,2020-01-23,0,1,6
疫情,Alsfig,对于封城，我想到了《鼠疫》，对于那些觉得戴口罩没必要的我想到里面的一句话，原话我不记得，大意是说当传染病流行时，我们会抱一种侥幸心态，觉得不会发生在自己身上，我觉得这能解释那些选择忽视疫情不戴口罩的部分人群的心理。,2020-01-23,0,0,0
疫情,SD下海的杨大夫,【文献综述】今天做晚饭的时候，室友法国小哥过来跟我讨论武汉的疫情。我跟他说武汉今天上午已经封城了——所有公共交通关闭（最新消息高速也封闭了）。他说你们不是过Lunar New Year呢么？这要是发生在法国，政府敢在圣诞节前下令封城，估计当天就得发生暴动，也很难有哪个政治人物敢下这样的决心。倒 ...全文,2020-01-23,41,12,7
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【 苟 利 国 家 生 死 以    岂 因 祸 福 避 趋之 】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！新京报我们视频的秒拍视频 ,2020-01-23,2,1,0
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  武汉中心医院的微博视频  ,2020-01-23,9,3,1
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  ,2020-01-23,0,1,1
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】此致  最崇高的敬礼！！！  ,2020-01-23,0,0,0
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】此致  最崇高的敬礼！！！ ,2020-01-23,0,0,0
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 致以最崇高的敬礼！ ,2020-01-23,0,0,0
疫情,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 致以最崇高的敬礼！ ,2020-01-23,0,0,0
疫情,胡锡进,武汉壮士断腕啊。关闭武汉这样超大省会城市的外出通道，这是新中国的头一遭。武汉人民在为了控制疫情、减少全国其他地区的风险做出巨大的付出。难为你们了武汉人。老胡和全国各地的粉丝向你们致敬。我相信全国人民都会向你们致以深深的敬意。我们会一直和你们在一起。 挺住武汉！ ,2020-01-23,50020,5554,2970
疫情,邢立达,封城，离汉的交通停掉，这是早该采取的措施，武汉市犹豫至今，可能是调配资源来维系停交后事务，但是，时至今日，可以看出武汉的防控行动是被行政力量，疫情的被动曝光推着走，麻痹大意，警觉性不足。没有尽早及时披露疫情，采取果断措施、切断传播途径，这一直接后果就是疫情处置的黄金期被推迟，导致 ...全文,2020-01-23,10806,818,594
疫情,井冈山的斗争,疫情结束之后 武汉市市场监管部门 卫健委系统 和分管这些领域的市长 以及为了两会召开隐瞒情况的主要负责人都应该被追责问责 ,2020-01-24,8,3,0
疫情,文起尘,我分享了文章 疫情面前，硬核靠谱的河南人交了高分作业 ,2020-01-24,0,0,0
疫情,早春不過一顆樹,#湖北启动一级响应#深圳市人民政府提醒您：当前正值新型冠状病毒感染的肺炎疫情防控关键时期，请广大市民群众保持健康作息和饮食，勤洗手，注意室内通风，出门佩戴口罩，尽量避免到人群密集场所活动，密切关注发热、咳嗽等症状，出现此类症状应及时就近就医。@新浪深圳 ,2020-01-24,4,0,0
疫情,澄泓-研究君,#新型肺炎不构成国际突发卫生事件#疫情扩散，你还会选择春节期间，亲友聚会吗？#新型肺炎不构成国际突发卫生事件# #全国确诊新型肺炎病例# 澄泓-研究君的微博投票 ,2020-01-24,1194,8,10
疫情,侃侃而谈zp,#上海启动一级响应#   上海启动一级响应，这觉悟杠杠滴    早就说过，现在是非常时期，政府就不能被“过大年”的想法束缚手脚了盖非常之时，必行非常之事[加油]面对汹涌而来的新型冠状病毒感染肺炎疫情，现在必须得“举重若重”，杀牛了必须要用牛刀[加油]      其他地方政 ...全文,2020-01-24,10,6,2
疫情,相忘于江湖可矣,【#云端聚会 网络拜年# 】#抗击新型肺炎第一线# 实时肺炎疫情实时更新|新冠肺炎疫情地图【云端聚会 网络拜年】【加油武汉 平安中国】幸福安康！ ,2020-01-24,0,0,0
疫情,相忘于江湖可矣,【#云端聚会 网络拜年# 】#抗击新型肺炎第一线# 实时肺炎疫情实时更新|新冠肺炎疫情地图【云端聚会 网络拜年】【加油武汉 平安中国】幸福安康！恳请各位朋友转发扩散！恳请各位朋友转发扩散！恳请各位朋友转发扩散！ ,2020-01-24,0,0,0
疫情,相忘于江湖可矣,实时肺炎疫情实时更新|新冠肺炎疫情地图 //@相忘于江湖可矣:加油武汉！平安中国！,2020-01-24,0,0,0
疫情,胡锡进,今天除夕。大过年的，疫情汹汹，但我们仍要笑迎鼠年。我觉得今晚的春晚将是一个考验，既考验整个节目组的水平，也考验中国社会面对疫情突如其来袭击时相互理解和包容，在复杂背景下识别识别善意的能力。  我相信这台晚会一定很难做。它既要促进春节的祥和气氛，又要充分关切公众对疫情的担心，让这 ...全文,2020-01-24,15575,1735,748
疫情,胡锡进,虽然疫情汹汹，春节还是要过。过个祥和、健康的春节吧。故宫和国家博物馆于星期四宣告闭馆，带动了全国博物馆的关闭。北京宣告取消春节的庙会、烧香活动，带动了全国取消春节的大型活动。让我们在家里陪亲人，去网上会朋友，老胡想死你们了……拜年啦！ ...全文,2020-01-24,5213,840,99
疫情,朱广权,今天下午5点到7点 ，我在《一年又一年》陪您过大年，并同步关注疫情进展，平安祥和迎鼠年。 ,2020-01-24,9749,883,237
疫情,一只蹦蹦跳跳的尤物,说一下，女装视频出来了，但我们权衡一下，延后几天发，全国疫情，我认为不是太合适。这几天我人虽然在巴厘岛，但其实我一直在和朋友们联系工厂，找口罩，现在有些眉目了，基本可以敲定，没出意外的话明天早上我付钱，这几天筹集一下捐助过去。祝武汉顺利度过难关，也祝大家新年快乐。 ,2020-01-24,760,160,26
疫情,-今天也想吃宵夜,控制疫情都来不及还出来一大批传谣言的 ,2020-01-25,0,0,0
疫情,轻寒未霜,看来前一段时间医疗缺口太大，现在无条件收治后必然产生大量确诊病例了。下午为什么要禁私家车实在是疫情太严重，预估不乐观啊。,2020-01-25,0,0,0
疫情,闲庭轩居士,北村老师，WH疫情失控，社会问题也是一触即发，希望全国人民能看到WH疫情各方面的真实情况，man报、wei稳、超负荷、缺物资、缺食物、恐慌、民愤……ZF的不作为就是胡作非为，湖北省其他市县疫情也很严重。恳请您帮武汉发声，让更多人看到，武汉疫情空喊口号是不行的！！！,2020-01-25,0,0,0
疫情,腹骂,尽管中央疫情工作领导小组成立的有点晚，但还是在大年初一成立了！这是武汉官僚漠视人命、瞒报实情的原因。如果早重视，不打肿脸充胖子，早向中央求救，肯定不会是失控的恶果。好了，上面来人了，相关孙子就等着被收拾吧！同时，再次警告广东高院#余洪春#，尔等的枉法裁判也会惊动上面的，等着瞧吧！,2020-01-25,1,0,4
疫情,腹骂,太揪心！这两天脑海完全被武汉病毒肺炎的信息所占据，想写给中央工委和全国人大的文稿还一直没能够下笔。当前疫情已突破千人，预估可能近万。这同武汉政府元旦前后信誓旦旦的不会人传人、可防可控完全相反，到底谁在造谣已经不用言明。这决不仅仅是政府失信的问题，而是官僚早已漠视人命的问题！,2020-01-25,1,0,7
疫情,听说我要叫小呆,往年的新年总想许好多愿望，希望自己暴富，希望工作顺利，希望能早日遇到良人。今年只希望这次的疫情能够尽快战胜，然后大家都平平安安健健康康的。 ,2020-01-25,1,0,0
疫情,澄泓-研究君,支持！休克疗法，尽最大可能，在不妨碍日常基本生活的前提下，把疫情锁住。不流动，就地消灭！#对症和中药治愈北京2例新型肺炎患者##全国旅行社团队游全部暂停##寻找染病列车乘客# ,2020-01-25,17,0,3
疫情,敏从心来,疫情之中，还是需要一些正能量，在重灾区的第一线前线的医生都能苦中幽默，调整好心态 怀着我的信心，好好地度过这段时间，一切必会受庇佑，一切安康平顺，晚安。,2020-01-25,0,0,0
疫情,敏从心来,一路走好，姜继军医生。神呐，请仁慈大能的神护佑他们尤其武汉诸市有足够的屋物资，医生有足够的设备物资，防护服口罩护目镜还有医疗物资食物足够的休息，人手，神呐，请让全国物资顺利抵达，让国家控制疫情一切顺利。求神守护每一位奋斗在一线的医生。祈求守护! ,2020-01-25,0,0,0
疫情,敏从心来,为中国为武汉为山东家乡求平安健康，求神医治，停止疫情。仁慈的神怜悯我们，怜悯施恩于武汉诸市和人们，让他们平安健康得到医治拯救。感谢赞美荣耀归于神。阿门。,2020-01-25,0,0,0
疫情,霞勇同心,《特写｜钟南山其人》1936年10月出生的钟南山，在84岁高龄再次“挂帅”国家卫健委高级别专家组组长，奋战在新一轮疫情战场的第一线。网页链接 ,2020-01-25,2,0,0
疫情,侃侃而谈zp,#火神山医院将于2月1日建成#   参照非典时期的北京小汤山医院模式，武汉蔡甸的火神山医院将于2月1日建成     火神山医院的建设速度堪称神速了，希望能够尽快启用吧，这个工作急如星火分秒必争[加油]当年北京的小汤山医院对非典疫情防控可是立了大功的，希望这个火神山医院也能够显著缓 ...全文,2020-01-25,23,5,2
疫情,相忘于江湖可矣,【#新型肺炎全国疫情实时地图# 】#全国确诊新型肺炎病例# 实时肺炎疫情实时更新|新冠肺炎疫情地图『全国新型肺炎疫情实时动态 』网页链接 【加油武汉 平安中国】 ,2020-01-25,0,0,0
疫情,相忘于江湖可矣,#新型肺炎全国疫情实时地图# //@相忘于江湖可矣:公开的信息、透明的传播，是底线、是底气，更是民众信心来源！,2020-01-25,1,0,1
疫情,人五_,我所说的意思，并不说要对痛苦视若无睹。而是作为非专业人士，我们既不是防疫学专家，也不是医护人员，也不是国家相关部分负责人，也不是病毒研究人员。去盯着每一例新增病例，对控制疫情毫无帮助，只是让自己一直陷在这种情绪里而已。但虽然我们不是防疫相关人员，也有自己的本职工作，也有自己该 ...全文,2020-01-25,724,79,9
疫情,人五_,过完年了，接下来又是漫无止境脚踏实地的生活，怎么办呢？日子还是要继续过。当疫情过去，大家仍旧有各自的生活，有班要上、有书要看、有试要考、有课要学、有人要爱…我这几天不停地刷微博，看数据，没画画没看书，几乎盯着手机什么也没做，视频和小道消息反复看过义愤填膺之后又被迅速辟谣，在这 ...全文,2020-01-25,1625,122,279
疫情,胡锡进,湖北的大部分地级市都已“封城”，全国30个省市自治区启动了重大突发公共卫生事件一级响应，从严重疫区的人员外流将很快归零。接下来武汉和湖北各市面临在内部控制疫情的艰巨任务，国家将会调集各种资源驰援。武汉和湖北将打一场2003年北京式的保卫战。北京能控制住非典，武汉和湖北就能控制住新型肺 ...全文,2020-01-25,13876,2271,2777
疫情,胡锡进,新型冠状病毒的确诊感染者已经达到1287例，死亡41例，但是重症病人237例，这意味着死亡人数很可能还会增加。而由于确诊受到条件限制，实际感染人数估计比已经公布的要大。发生这么大面积的传染病扩散，而且我们有SARS的前车之鉴，本次疫情又与SARS非常相像，这不应该在中国这样现代医学能力已经达到相 ...全文,2020-01-25,78789,9735,9157
疫情,玛格丽特是马哥啊,😌😌祝大家新年快乐注意疫情和身体健康 荷兰 ,2020-01-25,1,2,0
疫情,一只蹦蹦跳跳的尤物,【湖北疫情物资援助的进展】：持续更新清单，见底部昨晚我们联系到一个N95口罩厂家，约好了下单1万只，今天早上付钱生产。我们今天一早起来确认订单，对方说现在已经响应政府动员，全部供应武汉。这是好事情，说明国家正在努力动员起来，应对灾情了，只要是捐给武汉都一样。但这不代表我们的工作就 ...全文,2020-01-25,7448,855,1934
疫情,孤沽,昨晚和朋友一起吃火锅，突然有一瞬间开始整个人非常低落，且令我觉得特别诡异的是，基本上每一年我都是带着这种低落情绪度过春节的。在此之前的二十多年，我都是在成都过的年，今年第一次没回家，因为疫情，我爸和周围的朋友都叫我老老实实搁国外呆着别回来乱跑。以往过年我难过，是因为成都在过年 ...全文,2020-01-25,124,34,2
疫情,黑袍雷斯林_,这次疫情暴露出我国不同地区治理水平差距比发达国家和非洲差距都大，后勤保障做的如此之差，不以为耻反以为荣,2020-01-26,1,0,0
疫情,有个小脑袋嗑嗑,#最新疫情地图#湖北政府和武汉政府那几个渎职的不枪毙也该判个十几二十年吧！ ,2020-01-26,13,2,1
