关键词,博主,内容,日期,点赞数,评论数,转发数
起床,江涵秋影,【2020年1月18日】今天还是阴天，一丝一毫阳光都没有露脸，而且很冷，非常冷，实际体感比显示的气温还要冷。早上去捐献血小板，早上8点55分临时来电预约的，我说10点到。9点10分许起床，9点28分出门。坐138+112去。10点到。今年第一次，也是年前最后一次，总第115次。超出间隔期7天。因为从公交车上下 ...全文,2020-01-18,0,0,0
起床,小短腿夏酱,今天不用上学，娃又不肯睡午觉了。我自己躺在床上昏昏欲睡，她跑过来拍着我的床，生气地说：妈妈！下去！起床！我听完笑死了，竟然到了被女儿喊起床的一天了。 ,2020-01-18,57,20,0
起床,追星女孩的日记,#张若昀 起床铃声# 张若昀对狗狗真的好温柔，啥时候对我也这么温柔啊 追星女孩的日记的微博视频 ,2020-01-19,20,0,0
起床,小短腿夏酱,因为预约了明天下午两点的诊号，我现在严阵以待。叮嘱阿姨明天上午让她睡到自然醒，下午就不午睡了，不然醒来有起床气情绪不好。然后明天想吃啥吃啥，零食啥的带上。Ipad带上但是看诊前不能给，不然拿走的时候要哭。现在正在找近三个月的视频剪辑一些典型的日常片段出来，给医生作为参考，怕她 ...全文,2020-01-19,105,125,1
起床,小短腿夏酱,今日份跟小可爱捉迷藏❤️她可以塞在两个门中间的缝里早上起床跟我说“想你啦”跟爸爸妈妈围成一圈拍手唱歌，一直笑着看着我们的眼睛捉迷藏的时候会说“躲起来”“找到啦！”会模仿霸王龙🦖走路爸爸也模仿霸王龙，她说“害怕”爸爸摸摸她的头夸她聪明，她也摸着自己的头说“聪明 ...全文,2020-01-21,126,57,1
起床,听说我要叫小呆,不行，要睡了要睡了，两个小时后还得起床 ,2020-01-22,0,0,0
起床,Dingykkk,我可太难了，我起床买了一个多小时口罩了... 真实版的惜命 ,2020-01-22,159,80,0
起床,江涵秋影,快1点钟了，还没有下班，明天很难起得来。按照计划，应该是7点起床，洗漱穿衣约半小时，出去到附近早餐店吃早餐半小时，收拾东西15分钟。8点20分左右出门，到工人西路银河商城北公交站台，坐137路公交车，去黄岩客运中心。 ,2020-01-22,0,0,0
起床,邢立达,起床了，昨日还坚挺的湖南悲剧了吗？嘤嘤嘤 ,2020-01-22,1876,323,11
起床,听说我要叫小呆,我是有点过敏性鼻炎的那种，然后一般刚起床会打很多个喷嚏，刚刚起床也打了几个喷嚏，然后我妈说听到这种声音我就怕，觉得好无语，让你不要出门你不怕，我从回来到现在几乎门都没出，鼻炎打喷嚏你害怕，呵呵呵 ,2020-01-27,0,0,0
起床,人五_,每天起床第一件事，微博实时搜“意大利 确诊”，看看有没有。 ,2020-01-27,259,33,1
起床,小短腿夏酱,前天下午娃从三点睡到六点半，中间我要喊她起床，老公说，你这是在剥夺别人的睡觉权！拦住我了。我说行吧，那晚上哄睡你负责。爸爸心一横：我负责就我负责！于是那天晚上娃蹦哒到凌晨一点，老父亲欲哭无泪。今天娃又从三点睡到六点半，我说我要去叫娃起床了，你有意见吗？爸爸谦卑地说：不敢 ...全文,2020-01-27,90,24,5
起床,Dingykkk,当导游真的太累了，今天出门跟带俩娃一样，早上八点多就起床现在才回酒店，坚持下去，我就是夕阳里最浓的那抹红... ,2020-01-29,91,46,1
起床,江涵秋影,【2020年1月29日】正月初五，星期二，我的春节假期第八天。本已经进入尾声，因为春节假期延迟，昨天晚上，我又将返程日期顺延了两天，由原定的1月31日正月初七改为2月2日正月初九。上午9点多醒，10点不到起床，是除除夕以外最早的一天。自初三雨逐渐停后，今天早上终于出太阳了，这是我腊月廿八回来后 ...全文,2020-01-29,1,0,0
起床,SD下海的杨大夫,【磕盐博主】日常生活中一件开心事——本来要今天开的项目会，早早起床打算赶进度在开会前压点完成任务，结果电脑还没开，收到2位老师因为没完成任务要求推迟一周开会的邮件。自己装作勉(te)为(bie)其(kai)难(xin)地同意了下周再开会，之后迅速打开B站开始划水。 ,2020-01-30,17,7,3
起床,Dingykkk,长大之后人真的很容易活成自己最讨厌的样子，例如每天早上挨个敲房门叫人起床的我 日本·二世古 ,2020-01-31,182,59,0
起床,江涵秋影,【2020年2月1日】正月初九，我的春节假期最后一天。2月份第一天。全天天气晴好，阳光充足强烈，气温适中，不冷不热。早上8点不到第一次醒，看了一会新闻又睡着了，9点多再次醒来，10点不到起床。中午在家门口晒了一会太阳，回家来首次。下午2点多骑自行车去泾县高铁站取购票信息单，顺便查看候车厅入口 ...全文,2020-02-01,0,0,0
起床,小短腿夏酱,昨天气鼓鼓地睡着了，刚起床，今天有什么好消息没有啊？ ,2020-02-01,51,25,0
起床,卡斯卡耶夫斯基,每天起床第一件事：兒软—————— ,2020-02-02,0,0,0
起床,人五_,和我妹打电话，她问我：“你为什么还没转我纹身那条微博，我每天起床都看一遍你转了没有，每天都没有。”我说：“你干嘛不直接跟我说？”她说：“我一直要求也不好，以为你自己会懂。”真的不懂。,2020-02-03,565,78,19
起床,江涵秋影,今天上午献血。年后第一次，超出间隔期3天。1月31日预约，昨天下午4点46分血站来电。8点40分许醒，9点起床，穿衣洗漱后，20分许出发，骑公共自行车前往，9点50分到。东门关闭，从南门进，保安在大门口对进入人员测量体温。虽然是春节假期刚过，又正值疫情肆虐，但来献血的人还是比较多的，女性也有好几 ...全文,2020-02-04,0,0,0
起床,金刚护体宇宙梦想家-,我妹可真是大活宝体育馆封闭了所以这阵子都不训练了 她就天天在家研究做饭 今天给我做了蒜蓉粉丝虾和烤肉 明天说要给我做凉皮我俩是每天睡到十一点起床叫都叫不醒那种 结果她为了我明天能吃上凉皮让我给她定七点闹钟起来和面 睡前嘱咐了我六次如果她不起来让我把她踢起来 还问了我五次闹钟确定定好了 ...全文,2020-02-05,0,2,0
起床,一只蹦蹦跳跳的尤物,有些人，微博上装的一套一套，真要执行起来，这执行力基本为0。早上我8点起床冲浪，有的人是不能指望的，但我听那个人大概唠叨了一周了，什么要好好健身，要锻炼身体，结果下午到健身房，人也看不到，估计还躺在床上吧，唉，我觉得这种人是属鸽子的，你觉得呢？ @孤沽 ,2020-02-09,98,23,1
起床,小短腿夏酱,起床见到夏夏，爸爸问夏夏，你想我了吗？夏夏字正腔圆：每油～每有想你～每有想你～我问夏夏：你想我了吗？夏夏扑到我怀里：想你啦！（感觉她是在戏弄我们） ,2020-02-10,53,14,0
起床,一只蹦蹦跳跳的尤物,冲你家妈逼的浪，鸡都没叫我就起床了，是睡懒觉它不香吗。 ,2020-02-11,87,42,2
起床,听说我要叫小呆,我起床去试试？,2020-02-12,0,0,0
起床,一只蹦蹦跳跳的尤物,我是真的恨啊，我真不该来这里啊，我起床后感觉浑身痛，没有一块地方是好的，我觉得这里真的适合组织那种魔折磨减肥魔鬼训练营…真的，正常一节课，划水就能至少消耗七八百卡，一天上两节，不用丝毫节食，就能保证体重猛掉。,2020-02-12,60,27,1
起床,Dingykkk,起床啦 ,2020-02-13,108,73,1
起床,江涵秋影,【饭卡超限】晚上去食堂吃夜宵时，顺便刷了一下饭卡，果然这个月的补助已经打进来了，刷卡机屏幕上现实乱码。真是麻烦。本来我是准备年后一回来就去文化服务中心买点零食的，结果因为疫情影响，一直没有开门营业，因为持续阴雨天气寒冷和下班晚起床晚等原因，食堂也只去吃过一次，扣了10元，这还不够。 ,2020-02-14,0,0,0
起床,SD下海的杨大夫,【育儿博主】Mia现在应该是非常开心的。因为不用去幼儿园，所以每天可以睡到中午起，起床就吃，吃完就玩，玩累就睡。她会监督所有家里的人，不许出门，因为“出门会感冒”。视频的时候会跟我汇报今天妈妈有没有出门。可能她长大了不一定会记得，现在外面在经历什么，在她小小的脑子里，大概只记得这段 ...全文,2020-02-15,22,3,0
起床,Dingykkk,我太能睡觉了，今天睡到了下午三点起床，吃完饭五点开始睡又睡到了现在起床.... 我睡神实锤 ,2020-02-16,54,37,0
起床,澄泓-研究君,成功的路上，没有人会叫你起床，也没有人，会为你买单；树的方向，风决定，人的方向，自己决定！早安#想见你大结局##贵州全面恢复省内交通##北京粉蓝色天空# ,2020-02-17,28,0,3
起床,鱼里麻里,我念高一的时候，我们学校规定女生全部剪短发，长度跟男生的寸头稍微长点，不能留刘海。开学的时候不合格的班主任现场用剪刀剪，那时候你去理发店只要说XX高中理发，就能获得一个猛男发型，一种心照不宣的默契弥漫在空气中。最让我崩溃的是每天早上起床都满头爆炸，我都需要早起半个小时洗头，寝室 ...全文,2020-02-17,703,37,164
起床,一只蹦蹦跳跳的尤物,让我康康是哪个小可爱还没有起床～ ,2020-02-20,115,44,3
起床,Dingykkk,我起床了，11:11分这个起床时间看到我脑壳疼... ,2020-02-21,80,48,0
起床,人五_,《单身日记2》每天早上起床第一件事，是查看各种各样的软件，有没有新的人fo我，上海、北京、成都、里昂、马德里、杜塞尔多夫…ok，没有人fo我。然后再打开微信，跟三个不同的男生说：“早”。好了，他们都有我微博，现在他们都知道我还有别人在聊了。坦诚，真的是记录自己很重要的的一步， ...全文,2020-02-21,3587,553,221
起床,江涵秋影,晚上该睡觉的时候我睡不着，白天该起床的时候我却又睡不醒，怎么破？ ,2020-02-21,0,0,0
起床,小短腿夏酱,每天早上我还没睡醒，阿姨就带着夏夏做早操锻炼身体，还在蜗居的小客厅里跑步，现在夏夏每天起床就拉着阿姨跑步，我也是佩服。 阿姨放的什么视频有点厉害：七天就可以练出迷人的锁骨！#夏酱家阿姨# 小短腿夏酱的微博视频 ,2020-02-21,76,27,0
起床,听说我要叫小呆,准备起床啦,2020-02-22,0,0,0
起床,小短腿夏酱,一起床，收到两个振奋人心的微信。日托说暂定3月2日开学，正在统计宝宝们入拖时间。发型师说本月24号复工可约。接下来就是不知道美甲师出村了没 ,2020-02-22,30,32,2
起床,卡斯卡耶夫斯基,三个小时前打开手机 只是为了在起床前看看天气 ,2020-02-26,1,0,0
起床,小短腿夏酱,每天起床看到的夏夏都是这么甜 小短腿夏酱的微博视频 ,2020-02-27,114,38,3
起床,人五_,最晚睡觉才400多，今天起床528，吃了个饭躺着一看，650了。 ,2020-02-28,277,110,2
起床,小短腿夏酱,老公在睡午觉我突然打开了这个视频//@林萍在日本://@特色菜馆:笑死我了 王嘉尔像极了叫我起床的我妈//@鸭老师x:王嘉尔笑死我了//@蛊兔:前两个就应该听的想骂人了,2020-02-29,21,4,10
起床,人五_,我以前date，有一个小男生喜欢打游戏，不按时吃饭，起床第一件事是先开电脑，饿了就随便吃些吐司。我觉得这样不行，不好，他这样生活有问题，我每天到时间给他做饭，做好之后他连来饭桌吃饭也不，坐在电脑面前吃完把碗一放，我又去收了来洗。我一肚子怨气，和他大吵一架。后来和朋友聊天，我跟她 ...全文,2020-03-01,4134,401,457
起床,一只蹦蹦跳跳的尤物,昨天我发完这条微博就睡觉了，睡了个懒觉，起床后也没看微博，现在准备去冲浪，打开一看，发下面评论翻车了，你们似乎对我说的第五点不是很认同，你们非常虚伪啊,2020-03-01,54,35,7
起床,小短腿夏酱,没有遇到过饭渣娃可能不太理解。常见的就是建议就是让我别给她吃零食，但是夏夏也不爱吃零食，基本上很少吃零食，除了外出我会带着哄一下。还有就是很多妈妈说饿一下就好了，夏夏去年上了四个月日托班，清晨六点喝一顿奶吧，起床吃半个鸡蛋，有时候早饭也不吃，然后去上学，中午基本不吃，下午茶点 ...全文,2020-03-02,90,273,8
起床,小岛千晴,婴儿晴哼唧哼唧佯装要起床，队友急忙起身热奶，装好。回头一看，婴儿晴又呼呼睡着了……老母亲涨奶疼得要紧，趁这空隙跑去泵奶，半小时后回到现场，睡着的还在睡，本来醒着的已经体力不支又睡倒了这是自昨晚10点哄睡着后，已过了8个半小时……请请啊你不饿么 301 Moved Permanently  ...全文,2020-03-03,0,3,0
起床,小短腿夏酱,约了小姨出去玩，我为了让她起床把她抱到客厅，结果就在我腿上继续睡着了👼 ,2020-03-06,63,21,0
起床,鱼里麻里,经历了近两个月的变形记，作息时间变得格外规律，每天9:00起床打卡、9:30吃早餐、10:00画图、16:00出去锻炼、19:00吃个晚饭逛逛超市。最近出汗量巨大，早睡早起身体棒棒～ ,2020-03-06,69,20,0
起床,用户6520030499,每天七天起床先给自己做点东西吃然后洗个澡 敷面膜眼膜和豆豆玩会然后激动地等爸爸起床起来下一会五子棋军棋然后和妈妈一起做午饭吃完饭陪爸妈一起看电视在院子里溜达会然后激动地等晚饭吃完晚饭准时困了上床睡觉最近每天都是提前养老般的生活【这就是周濛濛的一天】 ,2020-03-07,1450,440,4
起床,SD下海的杨大夫,【湾区疫情】我宿舍在二楼，对着研究生公寓的主要通道（一个花园）。早上起来之后开窗通风，截止到上午11点，没有看到一个人从我窗口经过 --- 果然Graduate Student智商可能更高一点，昨晚学校的停课通知应该吓到了不少人。当然也可能是因为今天周六都还没起床呢 ,2020-03-08,8,11,0
起床,你的渡口_,&quot;Rise and shine!! &quot;橘子海 (Orange Ocean)《起床气》起床气（Remember Me） ,2020-03-08,278,55,2
起床,卡斯卡耶夫斯基,在终于意识到凹死不能复生之后 我唯一想要的就是一个正式道歉 老老实实承认粉丝做错了不该举报ao3不行吗 发个公告阴阳怪气的“占用公共资源” 虾姐开始倒打一耙给凹三扣荡妇恋童罪名 头七都过了还这么能恶心人 每天心平气和地起床打开微博就被这群贱批激起杀心 2020年第一大奇闻了 ,2020-03-08,15,0,0
起床,小岛千晴,4年前 VS 4年后事实证明，牵手也可能会怀孕哦（噗）昨天刚好是和队友牵手成功4周年纪念日，谁也没想到当年小手一牵，今时今日牵出了一个周边产品，从此进入了更加精（混）彩（乱）纷（不）呈（堪）的生活，完全没时间和精力提前去准备礼物。早晨起床奶了娃，吃个平凡早餐，睡个回笼觉到下午3点，抱 ...全文,2020-03-08,7,0,0
起床,小短腿夏酱,我家阿姨最大的特点和优点就是勤劳肯干效率高。夏夏起床之前她就起来搞卫生，拖地洗碗（我们吃宵夜的碗），自己简单吃点，有时候煮粥有时候就牛奶饼干，她也不讲究，吃饱就行。然后夏夏起床了给她洗脸洗屁股，弄鸡蛋或者包子面包给她吃。我们起床了陪夏夏玩，她就赶紧去遛狗和买菜，然后回来打扫 ...全文,2020-03-12,183,116,6
起床,meredithshen,武汉封城51天了吗？今天没课，睡到中午才起床，阳光灿烂的日子。帮老食品宿舍的雷婆婆和朱爹爹买了肉，他们都不会使用微信。40元一份四斤瘦肉，国家补贴的，2毛钱的塑料袋，一共80.4。之前给他们买了粮油面，还有爱心菜。雷婆婆一共3、4百，朱爹爹1百多。另外最困难时期，给贺婆婆买了一些菜和豆制品， ...全文,2020-03-13,1,1,0
起床,追星女孩的日记,#周游记官宣# 周游记官宣啦!这一声起床啦好有魔性，社会我周董 追星女孩的日记的微博视频 ,2020-03-13,2,0,0
起床,Dingykkk,如果你失眠的话，你可以问自己一个问题“我要不要起床打扫卫生“，我思考完这个问题之后又在床上睡了两个小时，今天也是爱睡觉的一天，但我家已经快一个月没打扫了 ,2020-03-17,87,35,0
起床,一只蹦蹦跳跳的尤物,昨天从10点起床开始忙活，到半夜十二点到家，回来躺尸的感觉真不错哈哈！ ,2020-03-17,196,62,0
起床,小短腿夏酱,早上爸爸起床上班被夏夏看见了，就哭着不让爸爸走，去追的时候自己打开门还被门刮到脚。我听到她哭我就起来了，我说妈妈陪你，爸爸上班了。夏夏看着我说：小考年～小考年～我想了一下，原来是说自己“小可怜”。然后打雷了，她冲到我怀里，雷声停了，她又自我安慰说“没事的”。我帮她 ...全文,2020-03-18,162,56,2
起床,小短腿夏酱,早上我还没起床，不不妈问我们要不要一起出去玩，我考虑到不不超强的语言能力，马上跳起来换衣服一起去咖啡厅了。结果两个娃抢玩具了，夏夏语言能力没学到，被一顿暴揍整懵了（主要是我们两个妈妈在旁边起哄）。 ,2020-03-19,109,63,3
起床,鱼里麻里,起床吃饭饭了～ Crrrrsh的微博视频 ,2020-03-22,43,13,3
起床,鱼里麻里,"我们家这盆不知名的小绿植，已经三个月没浇过水了，上周我们回家发现它叶子枯黄卷曲，俨然一副要死了的模样。前天就给它浇了一杯水，今天起床一看叶子绿了一大半。「一旦身处逆境,最重要的是要有信心,有恒心,有勇气,有毅力,有实干精神 ，即使眼看山穷水尽,仍要想到会峰回路转,柳暗花明。」从今天 ...全文",2020-03-23,43,12,1
起床,奶舅_吴斌,上周天晚上直播跟大家最后说，我姐夫六块腹肌人又帅气，做饭好吃，中大物理毕业。有多帅大家可能没概念，就在刚才等我小外甥午睡起床前刷了一会儿微博，结果他睁开眼睛就爬到我身上说：这不是我爸爸吗？然后，我截了个图让他把自己爸爸圈出来（见图） ,2020-03-24,10,15,0
起床,SD下海的杨大夫,【归国隔离日记】第八天。隔离点的网速今天开始变得非常缓慢，ssh命令敲进去都要30s+才能够有响应。磕盐上很多突发状况又都集中在今天爆发，所早上5点多起床之后一直忙到现在，但是效率反而不高。虽然social science的学生不需要像理工科一样天天在实验室打卡，但是时间相对自由的前提是要有稳定高速 ...全文,2020-03-24,14,17,0
起床,小短腿夏酱,早安，分享面婶这句话，是我最近起床的动力。 ,2020-03-26,63,15,20
起床,邢立达,11点了，可以起床了呢//@MTJJ木头: （¯﹃¯）转完继续睡～,2020-03-26,400,37,20
起床,奶舅_吴斌,大家最近评论风格大变啊//@小马小花儿:早上起床，拥抱太阳～感谢奶舅，满满的正能量～,2020-03-28,3,2,0
起床,SD下海的杨大夫,【归国隔离日记】第十二天。早上起床接到电话，通知我30日晚上6点整解除隔离！因为我已经订好了31号下午的机票，所以跟管理人员商量能不能多住一晚，对方表示需要跟上级沟通。另外一方面，磕盐还是各种状况，昨天码了一天代码，今天估计还要继续搬一天砖。所以我真觉得隔不隔离对我没啥特别大的区别 ...全文,2020-03-28,9,4,0
起床,鱼里麻里,摸鱼日记：今天给自己煮了个不正宗火锅粉，尝了尝味道有点淡，又加了一坨火锅底料（作死），辣穿了……我觉得在座的各位没人可以忍受这个辣度！！！点了一个草莓🍧，满满一口，冻到牙齿打架，今天外面好像还下雪了……手脚冰凉猫猫睡了一整天，在考虑要不要叫他起床吃饭 ,2020-03-28,42,24,0
起床,用户6520030499,早安！再过一会衣服都要卖了我才起床…今天一定要早睡明天七点就起！ ,2020-03-30,709,392,4
起床,鱼里麻里,上班的第一天💼（失败）早上八点二十分：起床。（摸两把猫猫～）今天也是元气满满的一天！！！八点三十五分：出门。由于太久没乘地铁，身份信息失效，支付宝在这个时候系统错误，在闸机口等了二十分钟……差点迟到（上车了🚌💨）九点二五分：最后五分钟终于打上卡！！准备买个早餐去公司， ...全文,2020-03-31,25,20,1
起床,卡斯卡耶夫斯基,起床过节了 愚人们 ,2020-04-01,1,2,0
起床,moddyMo,4.3小记想要早起的，没有做到，八点半起床，做早餐，跟妈妈电话，今天早餐是昨晚的番茄鱼剩汤煮素面，真是太好吃了，汤的味道很浓很浓～图一二三四配料以及鱼片，很好吃～像煮泡面一样煮番茄鱼小火锅，新锅棒棒哒，量有点多，两个人很好今天效率慢了一些，找工作线上面试，在家也化妆了，上半身穿 ...全文,2020-04-03,2,0,0
起床,拉屎达人,在家说谎最多的话就是你妈问你起床了没 你说起了 接着又躺了一个小时 ,2020-04-05,367,28,15
起床,小岛千晴,恢复上课Day 1凌晨2点入睡凌晨3点半娃惊跳反应哭醒，哄之凌晨5点，娃饿哭醒，奶之早晨7点半起床洗澡洗漱早晨8点半出门吃早餐，喝咖啡回魂早晨9点15到学校，测体温，进课室早晨9点半～10点半老师开学讲话早晨10点半～11点半日语能力测试答对率95%，保住了课堂一席之位。11点半～12点半，老师叮 ...全文,2020-04-06,19,2,0
起床,用户6520030499,这两天我助理陪着我住我每天起床给我俩做早餐然后刚刚晚上收到了工厂给我打版的一条裙子穿上身的时候我俩都惊呆了…我助理说老大 这件儿真适合你早上给我煎蛋的时候穿（像个女仆） ,2020-04-06,1543,440,2
起床,一只蹦蹦跳跳的尤物,我破案了，我终于知道为什么我最近起床又开始腰酸背疼。上次回国后，睡会了我家的乳胶床垫乳胶枕，那每天起来真是舒服啊，但后来没几天，就开始浑身很痛，昨晚我知道原因了。床我睡右边，摸鱼睡左边，昨晚一点多，我起床上厕所，回来后发现不对了，摸鱼成对角线斜睡，然后我只能搞在角落里。等我 ...全文,2020-04-07,198,56,0
起床,元大元大元,睡了，早点睡才有抵抗力呢。每晚都在后悔没有更温柔有爱一点，明天新的一天，我要早早起床，把红豆卷切成片，裹上蛋液煎一煎配小米粥；上班前叠好被子；上班的时候不看手机抓紧时间；早点回家，有机会辛苦多么好。 ,2020-04-08,1,0,0
起床,小短腿夏酱,我起床就看到温馨一幕，夏夏和爸爸挤在一个沙发上🛋️念绘本。但是夏夏一直被挤下来，她就默默再爬回去，勾住爸爸的腿。 ,2020-04-11,184,74,3
起床,卡斯卡耶夫斯基,亲爱的日记，今天7:42am起床，打开my音响、敷一张早安面膜、冲一杯清咖啡再检查邮箱，狗老师又发新作业了，布瑞克菲尔斯特是两块松饼一盒低脂发酵乳/一杯奇亚籽牛奶，扭了半天没拧开我又给放回冰箱了。旧天地贵妇的新生活。早起的这个上午写了74个字，我陷入思考，你听过狼人吗，我是他的亚洲亲戚、猪 ...全文,2020-04-12,9,0,0
起床,张小梦的铅笔头,#航哥绘本记录# 3y9m20d昨天只读了这些，因为我临时决定，带着航哥回了乡下，他见到姥姥姥爷兴奋的不得了，晚上不到八点就说困了，直到10点半才睡着然后早上五点半又跟着姥姥起床了，这两本还是姥爷给读的 ,2020-04-14,0,0,0
起床,moddyMo,4.17今天骑单车骑了很久，下车腿还是软的但是心情很开心，明天约定更早去跑步了～沿路的风景不是盖的妈妈不担心早餐系列进行正式结束，打卡15天，下次打卡什么好呢？昨天为了今天吃鸡翅做的酸萝卜，不要不要太成功～简单做法也好吃明天要更早起床，睡了哈，晚安💤对了最近 ...全文,2020-04-17,1,0,0
起床,卡斯卡耶夫斯基,感谢你送我的起床礼物,2020-04-17,0,0,0
起床,用户6520030499,昨天我短发的新闻一出我就怕大家误会赶紧说了那是假的结果今天一起床看到热搜心想完了…肯定被人说我买热搜 赶紧去搜自己名字看～果然…但是！这个热搜真的不是我买的不是我买的不是我买的这个锅我不能背 如果我买了我就是小狗王八蛋事业下滑 还有～我只会因为好不好看而绝不是任何人任何事去剪头 ...全文,2020-04-17,8094,1423,37
起床,moddyMo,4.18小记早餐朋友圈已经停更，15天更新🐘真是棒！结束了9也会好好的吃早餐今天是六点起床，七点到的深圳湾，那会太阳起来的不高，还想着在海边看日出，六点半左右天已经大亮，今天的天气多云，但是金黄太阳穿过云层再投映在水面出现闪闪的波光，大片天空是金黄色，真的很漂亮～偶遇小喵咪，感 ...全文,2020-04-18,2,1,0
起床,moddyMo,4.20小记今早很早就去跑步了，为了看日出，但是多云暂时没有看到日出，但是我们两个决定跑很远的距离，跑步初期很痛苦，中间想放弃，后期觉得很轻松，互相鼓励更为重要了～明天还是这个时间，天黑的感觉很棒，尤其在你起床的时候你看到三小时前的朋友圈，你也会感慨熬夜真厉害呀他们，其实我心里暗爽 ...全文,2020-04-20,1,0,1
起床,并不软的软喵子,睡醒，起床做早饭，锻炼一小时，然后买菜，吃完饭上班，晚上继续锻炼今天发货，处理售后，盘点库存，看样衣，然后还要画画设计iwatch里面去买一个睡眠的APP autoSleep，可以记录你的睡眠程度，包括你的深度睡眠啊，还有时间啊，还有分析你的睡眠状态，我觉得挺好用的。只要18块钱。 ,2020-04-20,123,32,1
起床,奶舅_吴斌,#奶舅被迫营业#48，女宝2岁一个月，两岁左右开始黏妈妈，早上起床一直要抱抱，吃饭她吃饱了就要妈妈抱，玩耍也要和妈妈一起玩，之前并没有过分离焦虑，需要改变吗，还是长大了会好？奶舅分析：这个案例里孩子两岁多一点，孩子在这个阶段，大都已经经验性学得了一些家庭规则和熟人之间的互动策略。 ...全文,2020-04-21,47,33,20
起床,卡斯卡耶夫斯基,每天活力满满的起床午夜时分就他妈学成母浩克 上学伤肝 ,2020-04-22,0,0,0
起床,用户6520030499,今天一起床看到餐桌上摆了一盆土豆沙拉我：呀！妈妈给我做土豆沙拉啦！！！妈妈：我是为了给你粉丝写菜谱所以顺便给你做了一份（我昨天只是问了我妈妈一下可不可以帮我写个做法给你们 因为有人想吃 结果妈妈一大早就全部都写好了 还拍了图）下面是土豆沙拉的做法哦 全部都是妈妈写给你们的图也是 ...全文,2020-04-22,26482,1751,1197
