关键词,博主,内容,日期,点赞数,评论数,转发数
肺炎,Police_888888,武汉封城吧🍗🍗#武汉新型肺炎患者救治均由政府买单##钟南山肯定新型冠状病毒肺炎人传人# 武汉CDC哭晕在厕所#新型冠状病毒肺炎纳入法定传染病# ,2020-01-21,2,0,0
肺炎,Police_888888,#武汉新型肺炎患者救治均由政府买单# 社会主义优越性.jpg //@丨阿卡西:那个野味市场平时监管何在？//@百花图谱:一开始瞒，后面压，再后面骗，瞒不住压不了骗不过的时候才认真，危机公关这几个步骤能改一改吗？明明疫情严重，一开始总是哄着怕慌乱，爆发不打脸吗？,2020-01-21,0,3,0
肺炎,澄泓-研究君,转：谁能想到，今年各档贺岁大片的最大敌人，是来自武汉的肺炎，今年的票房，怕是要比预期都少个零吧…侧重说一句，听说徐峥和人签了好几亿的票房对赌，今次怕是要把前几年赚的都吐出来吧。世事无常，个人的奋斗当然重要，但是也要考虑到历史的进程。再侧重佩服一下吴京老师，福神财神双附体，完美错过 ...全文,2020-01-21,45,11,5
肺炎,澄泓-研究君,#今日看盘#《收盘聊聊：红包行情（2）》 今天市场利用肺炎利空，将3050的缺口补掉了，这是好事。后面会有反弹的机会，但真正的企稳，或许要节后了。想做短线的，要快进快出，做中线布局补仓的，建议节后再做。祝我们好运！#财经头条文章# 收盘聊聊：红包行情（2） ,2020-01-21,16,4,5
肺炎,澄泓-研究君,#武汉成立疫情防控指挥部# 如我所说，这种级别的疫情，只是需要时间，就能攻克！要相信科学技术的进步，要相信政府的管理提升！一个月后回头看，今天的下跌就是场闹剧罢了#武汉卫健委发布病毒性肺炎高发注意事项# ,2020-01-21,56,9,2
肺炎,澄泓-研究君,#武汉卫健委发布病毒性肺炎高发注意事项# 收盘了，说几句对当前行情的思考：1、3050的缺口被封闭了，这个不是坏事，后面的隐患消除了一个，对中长线行情来说，反而说利好；2、目前短线情绪主要是疫情扩散，由于规模和杀伤力不可知，叠加春节假期较长，大资金决定先离场观望，这是没毛病的，资金大的 ...全文,2020-01-21,30,13,1
肺炎,澄泓-研究君,和多空无关，这种所谓情绪恐慌下的杀跌，完全不要慌张，2020年的中国搞不定一个所谓肺炎吗？2003年的非典一样扛过来了，现在的科学技术，只是需要多些耐心和时间，这个事情就过去了//@南方山野村夫:多头,2020-01-21,13,4,0
肺炎,澄泓-研究君,投资就是这样，谁也不知道短线情绪怎么走，疫情被媒体发酵，资金避险意思大增，早盘就是这个因素导致。冷静点，情绪退潮后，自然会恢复。。。#武汉卫健委发布病毒性肺炎高发注意事项##今日看盘# ,2020-01-21,17,5,3
肺炎,澄泓-研究君,【盘前思考20200121】继续划重点-点赞是美德1【外盘】美股休市；2【大事】① 武汉肺炎疫情扩大② LPR利率未变化③ 易主席接受媒体专访3【仓位】【7】成以内较为合适；4【策略】① 昨天市场继续逆情绪，开盘调整后一路上涨，收了个放量的金针阳线；② 多看看周线和月线，很明显的多头 ...全文,2020-01-21,8,2,2
肺炎,澄泓-研究君,#今日看盘# 武汉肺炎疫情扩散，你恐慌吗？#微博股票# 澄泓-研究君的微博投票 ,2020-01-21,946,5,6
肺炎,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎的潜伏期# 潜伏期几天？能否发现并确诊？如何应对？ ,2020-01-21,0,1,0
肺炎,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例# #武汉15名医务人员感染新型冠状病毒# #武汉成立疫情防控指挥部# #钟南山肯定新型冠状病毒肺炎人传人#  潜伏期！潜伏期是最难处理的问题！ 向所有医务人员致敬！ 愿平安！,2020-01-21,0,0,0
肺炎,胡锡进,网传消息说，国家卫健委武汉肺炎专家组成员王广发已经被确诊感染新型冠状病毒肺炎，他参加了在武汉的会诊。有一些人扒出他10日曾经表示“目前病人的病情和整体疫情处于可控状态”的媒体报道，以此对他进行嘲笑。老胡强烈反对针对王广发教授的这种刻薄。对新型冠状病毒的认识是逐渐增加积累的，很多医 ...全文,2020-01-21,25332,2786,1078
肺炎,胡锡进,关于武汉市公安系统之前因传播武汉病毒性肺炎“不实消息”而处理8人的事情，希望武汉市公安局重新开展调查，并依据更新的事实情况做出结论，通报社会。我认为我们的政府需要有这样的勇气。实事求是，认真防错纠错，与公众交心，只会增加政府的公信力和民众的支持。 ,2020-01-21,28268,3875,6410
肺炎,胡锡进,在说了这一切之后，我还是要向作为整体的武汉市敬个礼。我也要同时呼吁大家在这个时候支持武汉市，支持武汉卫健委和一线的各大医院。武汉的医护人员现在很英勇，干部们要组织全市的抗新肺炎斗争，也殊为不易。武汉市民们当前的感受可想而知。武汉现在是主战场，希望那里振作，前面的战斗还很长。,2020-01-21,3827,571,221
肺炎,胡锡进,武汉市卫健委今天凌晨通报，有15名医务人员感染了新型冠状病毒肺炎。这么重要的信息，为什么不早点通报？如果钟南山昨晚不说14名医务人员被感染，是不是武汉市卫健委会继续隐去这个信息？之所以这个信息重要，因为它是新型肺炎人传人的关键证据之一，而且它从一个侧面展示了新型冠状病毒人传人的强度 ...全文,2020-01-21,23440,3085,4998
肺炎,张批话,给家里发微信，简单地叮嘱了两句之后我怕他们不够重视就又多补充了一些细节，也无非是些官博上的内容和我的分析。没说两句我爸就发了个把食指放在嘴边的表情善意地暗示我不要在微信里继续说了，对话到这里戛然而止。他们见过肺炎，也见过其他跟肺炎一样可怕的东西。 ,2020-01-21,125,22,3
肺炎,阮冬冬冬,//@战争史研究WHS://@是大D噢 :我院14疑似，市里200+疑似（当然不排除普通肺炎在现有检测条件下无法排除）。我院第一个住进来的是从武汉开会回来的政协委员，刚开始住干部病房，这周隔离到感染科，委员嫌条件不好，要见领导。在院至少半个月了吧，从来不戴口罩到处溜达，并且不允许进他病房的医护戴口,2020-01-22,0,0,2
肺炎,Police_888888,论HIV/AIDS如何不感染新冠肺炎： CD4&lt;200的不到人多的地方去 CD4&gt;200的也不要去 ，哈哈哈哈嗝,2020-01-22,1,0,0
肺炎,阿喔牛,今天娘子的手机已经接到社区打来两次电话了，询问有关有无来自武汉的朋友亲戚，并特地嘱咐做好相关的肺炎病情防护措施。可见政府这次是相当的重视，医护人员、社区干部等辛苦了！ ,2020-01-22,1,0,0
肺炎,奶舅_吴斌,【奶舅温馨提醒】近期肺炎和流感多发，请大家减少带孩子到人流量大的地方。在家或外出时，多和孩子一起玩“洗手液搓手”、“戴口罩探险”等亲子互动游戏。孩子的身心健康需要父母的示范和演示。孩子的世界里，我们既是榜样也是力量！ ,2020-01-22,15,0,3
肺炎,AmyandJones,#武汉肺炎#刷抖音，满满的正能量，看得我泪目……为奋斗在一线的医务工作者点赞，为无惧生死的志愿者点赞！加油武汉！加油中国！众志成城，一定能挺过去！ ,2020-01-22,1,0,0
肺炎,时清复日长,『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
肺炎,澄泓-研究君,家里没口罩，也买不到口罩的，怎么办。。#全国已确诊473例新型肺炎病例##工信部紧急协调口罩生产##武汉教育局回应中小学能否按期开学# ,2020-01-22,20,6,2
肺炎,澄泓-研究君,就这样的玩法，一样不妨碍人家涨停，不妨碍翻倍。。我早说了，绝大部分科技股，早就是旁氏骗局了，纯粹就是击鼓传花，看谁倒霉接最后一棒吧#用ECMO技术成功救治1新型肺炎患者##东方财富##新型冠状病毒怕酒精不耐高温# ,2020-01-22,33,8,1
肺炎,澄泓-研究君,科技股为啥这硬？逻辑很简单，正向循环，资金推动！场外以科技为主题，发了多少基金？圈了多少韭菜的银子？这些资金都是要，定向砸到科技板块的。。。没啥稀奇的，都是击鼓传花，早已脱离基本面了，就看谁接最后一棒了#湖北拟请求紧急支援口罩等医用物资##用ECMO技术成功救治1新型肺炎患者# ...全文,2020-01-22,28,9,6
肺炎,澄泓-研究君,虽然看起来有些感觉不好，但客观来说，也是对的，现在把疫情控制住，不要再扩散了，是最正确的。。。#武汉卫健委发布病毒性肺炎高发注意事项##儿童年轻人对病毒不易感##9个关于新型肺炎最新事实# ,2020-01-22,23,1,0
肺炎,澄泓-研究君,#武汉卫健委发布病毒性肺炎高发注意事项# 中国股民第一个向世界宣布，我们已经不惧怕武汉肺炎了！这事已经翻篇了！欧耶#东方财富# $上证指数 sh000001$ ,2020-01-22,14,2,2
肺炎,澄泓-研究君,【盘前思考20200122】继续划重点-点赞是美德1【外盘】美股高位震荡；2【大事】① 武汉肺炎疫情扩大② LPR利率未变化③ 冬季达沃斯开幕3【仓位】【7】成以内较为合适；4【策略】① 短期市场情绪，被武汉疫情走势左右，昨天是很明显的大宣泄；② 3050缺口已经封闭，这也是必然会做的， ...全文,2020-01-22,18,1,1
肺炎,澄泓-研究君,#今日看盘#肺炎疫情扩散，春节期间，您会选择出门旅游吗？#武汉卫健委发布病毒性肺炎高发注意事项# #武汉# 澄泓-研究君的微博投票 ,2020-01-22,662,1,1
肺炎,侃侃而谈zp,#武汉市民自发退票不远游#  武汉市民自发退票不远游，情非得已且高调一回吧：自发退票无论如何，这还算是高觉悟了，点个赞吧👍     本次新型冠状病毒感染肺炎已经证实了可以人传染人，这种情况下武汉市民再踊跃涌向世界各地去旅游过年，实在是不合时宜了所以能够自发退票不远游，则国内 ...全文,2020-01-22,19,3,2
肺炎,宝贝可心儿笑笑,//@央视新闻:【感谢有你！盼你平安！】新型冠状病毒感染正在爬坡！@央视新闻 联合@微博客服 发起#抗击新型肺炎第一线#，为在一线参与救治的医护人员、感染患者及其家属提供快速认证！传递权威专业理性的信息，促进有效防控。转发周知！加油！,2020-01-22,0,0,0
肺炎,二三线小镇文艺青年,#贵州确诊首例新型肺炎病例#国医大师刘尚义教授拟定的预防新型冠状病毒肺炎处方，欢迎转发。中医药预防建议处方：北沙参10g、玉竹20g、石斛20g、贯众20g、苍术10g、石菖蒲10g。用法用量：水煎服。一日一剂，分早中晚服用。十岁以下儿童用量减半。 ,2020-01-22,6,5,0
肺炎,相忘于江湖可矣,#新型肺炎疫情最新汇总# 密切关注，积极防护！ ,2020-01-22,0,1,0
肺炎,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型肺炎确诊440例死亡9例# 众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 网页链接 网页链接 ,2020-01-22,0,0,0
肺炎,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎的潜伏期# 『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
肺炎,相忘于江湖可矣,#国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎的潜伏期# 『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』众志成城，齐心合力，严阵以待！『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』网页链接 ,2020-01-22,0,0,0
肺炎,相忘于江湖可矣,#新型冠状病毒肺炎的潜伏期##国内确诊291例新型冠状病毒肺炎病例##新型冠状病毒肺炎纳入法定传染病# 让我们一起努力！众志成城，严阵以待！ ,2020-01-22,1,1,0
肺炎,相忘于江湖可矣,#新型冠状病毒肺炎的潜伏期# 让我们一起努力！众志成城，严阵以待！ ,2020-01-22,0,0,0
肺炎,胡锡进,到今晚11点，全国新型肺炎比昨晚增加约200确诊病例，仅湖北就达到了444例，死亡达到17人。这是很严重的增长。武汉今天的形势已如2003年抗击SARS时的北京。当年北京痛下决心，抗击SARS成为全市的中心任务。我记得当时北京的一家都市报在头版做了一个大幅双行标题，内容大意是：抗击非典成为头等大事， ...全文,2020-01-22,17871,2416,786
肺炎,胡锡进,《三联生活周刊》今天的报道说，他们在武汉的记者21日采访到了自称感染了不明肺炎的患者，他们来自华南海鲜市场，但他们没有被隔离，只是每天去医院打点滴，是“移动的传染源”。请问武汉市卫健委：情况真的是这样吗？那些确诊的新型肺炎患者和疑似患者都做到隔离治疗了吗？老胡在此代表无数关心疫情 ...全文,2020-01-22,34349,3881,3165
肺炎,胡锡进,什么叫“发国难财”？现在把口罩卖高价就是。我的一个同事在其居住的社区小超市里看到平时不到十块钱的一包口罩，今天卖到了50块钱。网上还有各种“天价口罩”的展示。赚这样的黑心钱，是要遭报应的。抗击新型肺炎相当于一场全民战争，看看那些进病室就犹如上战场的医生护士们吧。他们很多人不是被迫 ...全文,2020-01-22,14987,3077,1331
肺炎,邢立达,经过亲友群养生派口罩派大战，对目前肺炎最常见回答就是“没事”。总结下长辈的药品认知是：中药天然无副作用，西药三分五分毒，就算吃了西药疗程什么的也是屁。食品安全度认知就是：野生&gt;半野放&gt;农户家庭养殖&gt;企业养殖。上面都是洞的菜就没农药，超市青菜全是药。看到棍状食物就壮阳，红色食物补血， ...全文,2020-01-22,6111,769,1458
肺炎,一只蹦蹦跳跳的尤物,#武大中南医院成功救治一名新型肺炎患者#曾经很多有神论者都讽刺过信仰科学的人说「信仰科学很深也是宗教，本质没有区别。」在这种时刻想起这种言论就很让人气愤，还有人说信仰现代医学的人是在「黑」中医。纵观人类历史，人类对死神发起过无数次对抗，对各种流行病，传染病一次又一次的抗争，科学 ...全文,2020-01-22,330,30,25
肺炎,孤沽,转需，感觉很实用，刚在家族群里看到第一条中年群发，是个治疗肺炎的中药方子……昨天科普一下午没人搭理我，醒来看到这种转发差点没被气哭,2020-01-22,36,5,12
肺炎,雪山英石,关注，全世界共同抗击武汉肺炎。,2020-01-23,0,0,0
肺炎,张健胖胖,#全国确诊新型肺炎病例# 早上打车司机师父带了口罩，给家里买了消毒液和洗手液，买不到口罩真的不打算出门了 ,2020-01-23,15,3,0
肺炎,听说我要叫小呆,个人感觉这次的新型肺炎会比非典严重。过年期间人员流动大，然后农村真的是疫情盲区，各种活动照样搞起，跟他们说这次真的跟当年非典差不多的，蛮严重的，武汉都封城了，可是依旧不以为意，觉得当年非典的时候农村不严重啊，可是现在的交通跟人员流动量跟十七年前能比？太难了，身在村里瑟瑟发抖 ,2020-01-23,2,0,0
肺炎,澄泓-研究君,唉，过年了，今年别给压岁钱了，送这个吧#小汤山非典医疗队请战书##全国确诊新型肺炎病例# ,2020-01-23,20,1,2
肺炎,澄泓-研究君,好样的！点赞！#武汉一名新型肺炎患者被成功救治##武汉加油##疫情地图# ,2020-01-23,42,1,2
肺炎,澄泓-研究君,财新，找了个香港人采访，这个人在武汉待了几天？最后号称逃离的。。回来后一顿负面情绪来袭，媒体接着带节奏。。下午大盘情绪受这个报道影响很大。。谁对谁错不说，这个时候发这个，让一个没有真正在一线坚持战斗的人说，合适吗？#武汉一名新型肺炎患者被成功救治##湖北中小学开学确定延期# ,2020-01-23,121,25,6
肺炎,澄泓-研究君,哪位网友在武汉，说说你身边的所见所闻吧。无论如何，祝你平安。。。#全国确诊新型肺炎病例##离汉通道关闭后4项应急措施# ,2020-01-23,68,26,2
肺炎,澄泓-研究君,真是天上下刀子，也阻止不了你们，去毁灭股市了。。#股票##东方财富##全国确诊新型肺炎病例# ,2020-01-23,84,21,10
肺炎,澄泓-研究君,A股赚钱太难了，年初好不容易赚了些，都吐给卖口罩的了。。草，还有天理吗。。。。#全国确诊新型肺炎病例##肺炎疫情下的春运# ,2020-01-23,27,1,0
肺炎,澄泓-研究君,这样情绪化的杀跌，大部分人其实都知道，不应该被情绪带着割肉，但绝大部分人还是会被动割肉，这是为神马？战胜自己会这么困难吗？#武汉公交地铁暂停运营# #武汉卫健委发布病毒性肺炎高发注意事项# #微博股票# ,2020-01-23,33,11,1
肺炎,澄泓-研究君,几个吃货，毁掉了全中国，春节的喜庆祥和。。股民们又是那个代价了。。。#广东发现6起家庭聚集性疫情##澳门取消所有春节庆祝活动##全国确诊新型肺炎病例# ,2020-01-23,21,4,0
肺炎,澄泓-研究君,猪年最后一个交易日，老铁点赞集合！跨年的财运都给你！#武汉公交地铁暂停运营##微博股票##全国确诊新型肺炎病例# ,2020-01-23,47,0,0
肺炎,澄泓-研究君,#全国已确诊473例新型肺炎病例#猪年最后一个交易日，您是持币还是持股，过节？#微博股票# #武汉公交地铁暂停运营# 澄泓-研究君的微博投票 ,2020-01-23,628,2,4
肺炎,侃侃而谈zp,#故宫博物院闭馆#  故宫博物院闭馆，在当前这个新型冠状病毒感染肺炎的疫情压力比较大的情况下，闭馆是个稳妥的选择     观光游览需求，不过是为了长见识得阅历，甚或很多人只为了热门景点打卡这个需求和群众的生命健康保护工作比起来，就不那么重要和紧急了，因此当然可以让步   ...全文,2020-01-23,5,3,2
肺炎,健健de小棉袄鸭,#武汉各大医院需要防护物资资源#武汉四大医院已经扛不住了，抗击肺炎，需要所有人的努力，希望各位把消息传播出去，只有保证医院的正常运转，才有战胜疫情的希望。@头条新闻 @人民日报 @澎湃新闻 @武了个汉 武汉 ,2020-01-23,0,1,6
肺炎,wait银银银银儿,#年轻人过年攻略#今年过年本来可以好好休息一下啊，硬是担心死了，想想没有肺炎的日子多快乐 ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,#抗击新型肺炎第一线#  【防控小贴士】,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬#】 #抗击新型肺炎第一线# 【 苟 利 国 家 生 死 以     岂 因 祸 福 避 趋 之 】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  人民网的秒拍视频 ,2020-01-23,1,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬#】【#加油，武汉！# 】【#平安，中国！# 】 #抗击新型肺炎第一线# 【 苟利国家生死以    岂因祸福避趋之 】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  湖北日报的微博视频 ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#荆门伤医# 】#全国确诊新型肺炎病例# 当此全国各地都在全力抗击新型肺炎之际，荆门竟然出现如此恶劣伤医行为！【对伤医者，该严刑峻法了！】 ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬#】 #抗击新型肺炎第一线# 【 苟 利 国 家 生 死 以     岂 因 祸 福 避 趋 之 】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  武汉大学的微博视频 ,2020-01-23,17,1,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【 苟 利 国 家 生 死 以    岂 因 祸 福 避 趋之 】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！新京报我们视频的秒拍视频 ,2020-01-23,2,1,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  武汉中心医院的微博视频  ,2020-01-23,9,3,1
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】你们的背影，湿润了我们的眼睛。你们的逆行，诠释了何谓英雄！此致  最崇高的敬礼！！！  ,2020-01-23,0,1,1
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】此致  最崇高的敬礼！！！  ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 【苟以国家生死以，岂因祸福避趋之】此致  最崇高的敬礼！！！ ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 致以最崇高的敬礼！ ,2020-01-23,0,0,0
肺炎,相忘于江湖可矣,【#向一线医务人员致敬# 】#新型肺炎疫情最新汇总# 致以最崇高的敬礼！ ,2020-01-23,0,0,0
肺炎,慕小月moon,#抗击新型肺炎第一线#致敬最美逆行者 ,2020-01-23,30,29,9
肺炎,一只蹦蹦跳跳的尤物,有些营销号真特么的吃相难看到不行，蹭着肺炎的热度，借着口罩的由头，搞你妈了个逼的抽奖，你以为这是抽世界末日的逃难船票呢，吃相这么难看不如给大家表演一个吃屎。 ,2020-01-23,344,19,15
肺炎,一只蹦蹦跳跳的尤物,有时候我是真的想不明白这些人……他们是故意制造恐慌……还是想借肺炎这波热度让自己出名？？ ,2020-01-23,176,61,3
肺炎,早春不過一顆樹,#春晚#人类的悲欢并不相通#全国确诊新型肺炎病例# ,2020-01-24,5,0,0
肺炎,早春不過一顆樹,#湖北启动一级响应#深圳市人民政府提醒您：当前正值新型冠状病毒感染的肺炎疫情防控关键时期，请广大市民群众保持健康作息和饮食，勤洗手，注意室内通风，出门佩戴口罩，尽量避免到人群密集场所活动，密切关注发热、咳嗽等症状，出现此类症状应及时就近就医。@新浪深圳 ,2020-01-24,4,0,0
肺炎,早春不過一顆樹,#全国确诊新型肺炎病例# 湖北武汉周边城市对肺炎的宣传 壹念十方的微博视频 ,2020-01-24,9,1,3
肺炎,Police_888888,来嘛～ 合并同类项//@thonist：尝试治疗新冠状病毒肺炎。,2020-01-24,0,0,0
肺炎,今天斗胆不带伞,一直以来，同济医院很少接受社会捐赠。不知道这次战役还要持续多久，强度多大。为了保护我们一线战斗中的医务人员，兄弟姐妹们的安全，同济开始接受社会各界，国内外的支持捐赠，专项用于抗击新型肺炎。感谢大家的支持，你们的义举会转化为一线前线的更强有力的战斗力。捐赠手续可以后期补齐，谢谢大家 ...全文,2020-01-24,0,0,0
